Date,Price,Open,High,Low,Vol,Change
2015-09-01,1.351609945,1.353479981,1.392740011,1.336629987,778862,-0.48813633532727163
2015-09-02,1.29479003,1.35157001,1.354910016,1.264619947,883769,-4.2038692605210315
2015-09-03,1.26493001,1.295189977,1.309990048,1.211030006,702991,-2.3061669697904463
2015-09-04,1.274410009,1.26493001,1.302520037,1.236809969,474391,0.7494485011071861
2015-09-05,1.338809967,1.280560017,1.342300057,1.271190047,448453,5.053315459326413
2015-09-06,1.295830011,1.338009954,1.373639941,1.294250011,491968,-3.2103104293665585
2015-09-07,1.246649981,1.295899987,1.305480003,1.237849951,489014,-3.7952532031610753
2015-09-08,1.242429972,1.246649981,1.282379985,1.230610013,427892,-0.33850792638804306
2015-09-09,1.206509948,1.239349961,1.260480046,1.201840043,366748,-2.8911105502532064
2015-09-10,1.165770054,1.207610011,1.221570015,1.136150003,662782,-3.3766728627089737
2015-09-11,0.982977986,1.16497004,1.169070005,0.94067502,1942600,-15.679941972501554
2015-09-12,1.038740039,0.987227976,1.114889979,0.969780028,772430,5.67276722309018
2015-09-13,0.936003029,1.041779995,1.042700052,0.902831972,644138,-9.890541053843016
2015-09-14,0.875621975,0.940566003,0.949387014,0.871760011,741085,-6.450946431712879
2015-09-15,0.944410026,0.875189006,1.045539975,0.875189006,703390,7.855907339465751
2015-09-16,0.907175005,0.941977024,0.952697992,0.901638985,615593,-3.9426753184426677
2015-09-17,0.874230981,0.906865001,0.909204006,0.831131995,897940,-3.6314959978422268
2015-09-18,0.853685021,0.874574006,0.888101995,0.833908022,484622,-2.3501752336091086
2015-09-19,0.882390976,0.849602997,0.911882997,0.833783984,386988,3.362593262603353
2015-09-20,0.938444972,0.881191015,0.947740972,0.873205006,508314,6.352512381087627
2015-09-21,0.919046998,0.941496015,0.957325995,0.878301024,424039,-2.067033718413913
2015-09-22,0.901795983,0.919336975,0.919336975,0.865225017,487914,-1.8770547140180116
2015-09-23,0.893405974,0.903559983,0.908909977,0.885136008,200541,-0.9303666414757106
2015-09-24,0.813610017,0.896795988,0.908571005,0.793460012,842505,-8.931656975913615
2015-09-25,0.736222982,0.820030987,0.825664997,0.712745011,903457,-9.511563695509418
2015-09-26,0.785964012,0.73763001,0.787544012,0.709327996,369620,6.756245215936496
2015-09-27,0.720839024,0.791276991,0.791276991,0.719169021,413801,-8.286001267956278
2015-09-28,0.582885981,0.723715007,0.725677013,0.55706197,1320890,-19.137843319648017
2015-09-29,0.661145985,0.57941401,0.675830007,0.558345974,913992,13.426297174918677
2015-09-30,0.738644004,0.661192,0.746721983,0.63586098,619926,11.721771100220767
2015-10-01,0.690214992,0.734306991,0.734306991,0.655906022,596084,-6.556475343702905
2015-10-02,0.678574026,0.683731973,0.691120029,0.654604971,219318,-1.6865710155423486
2015-10-03,0.687170982,0.678783,0.709204018,0.675481975,163326,1.2669149820951242
2015-10-04,0.668379009,0.686343014,0.693126023,0.660715997,103497,-2.7346866343666454
2015-10-05,0.628642976,0.666783989,0.674438,0.624450028,234263,-5.945134791029927
2015-10-06,0.650645018,0.622218013,0.653944016,0.606230021,262674,3.4999264829135734
2015-10-07,0.609387994,0.65051502,0.656301022,0.602423012,218327,-6.340942120300685
2015-10-08,0.621716023,0.609501004,0.633138001,0.59197098,310266,2.0230180314317003
2015-10-09,0.650627971,0.655084014,0.692296028,0.63211602,386420,4.650346288405061
2015-10-10,0.627857029,0.641187012,0.649021983,0.624373972,141555,-3.499840617826755
2015-10-11,0.634962976,0.627461016,0.639505982,0.618335009,102128,1.1317778844202486
2015-10-12,0.626030028,0.634514988,0.657788992,0.626030028,109567,-1.4068454914133444
2015-10-13,0.607654989,0.627942979,0.630240023,0.599214017,303044,-2.935168950074696
2015-10-14,0.522967994,0.612240017,0.612240017,0.48397401,971664,-13.936690479472059
2015-10-15,0.561878026,0.523277998,0.572713971,0.514729977,371022,7.440231992476387
2015-10-16,0.53649497,0.562592983,0.568861008,0.522533,249891,-4.5175384737327295
2015-10-17,0.54717797,0.534116983,0.563459992,0.526961029,313860,1.9912581845827892
2015-10-18,0.517733991,0.547913015,0.552233994,0.512861013,133690,-5.38106075432826
2015-10-19,0.489014,0.517620981,0.521546006,0.480993986,243742,-5.547248490393198
2015-10-20,0.434828997,0.489629,0.501897991,0.431647986,383921,-11.08046047761414
2015-10-21,0.447329015,0.431589007,0.482988,0.420897007,609085,2.874697429619677
2015-10-22,0.567701995,0.444988012,0.619466007,0.420991004,924822,26.90927169121815
2015-10-23,0.539656997,0.56637001,0.611742973,0.504284024,878822,-4.9400914999426675
2015-10-24,0.56358999,0.539681017,0.577395976,0.518688023,258356,4.434852718123827
2015-10-25,0.616038978,0.563206971,0.68819201,0.561383009,635384,9.306231290587675
2015-10-26,0.731316984,0.61974299,0.75751698,0.597097993,1089120,18.712777943735894
2015-10-27,0.869641006,0.708890021,0.898172021,0.708890021,1846370,18.914372977286153
2015-10-28,1.00248003,0.870938003,1.055789948,0.807856977,2373050,15.275156424719016
2015-10-29,1.206660032,1.005249977,1.206660032,0.947373986,2279240,20.36748821819423
2015-10-30,1.04121995,1.209200025,1.345049977,0.968159974,2429200,-13.710579418611267
2015-10-31,0.91662699,1.046579957,1.056380034,0.900170982,673892,-11.966055779088736
2015-11-01,1.055670023,0.920846999,1.076740027,0.899082005,588913,15.168987441663706
2015-11-02,0.989789009,1.057970047,1.099789977,0.953647018,1145200,-6.24068246370959
2015-11-03,1.013360024,0.99456799,1.070440054,0.93661499,1907690,2.381418139186464
2015-11-04,0.899049997,1.010650039,1.038720012,0.725664973,3060340,-11.280297652633674
2015-11-05,0.895636976,0.900699019,0.991258979,0.860382021,1179840,-0.37962527238626365
2015-11-06,0.926032007,0.904771984,0.989848018,0.852928996,913666,3.3936775517852125
2015-11-07,0.927973986,0.923731983,0.943786979,0.863538981,890187,0.20970970607068207
2015-11-08,1.027469993,0.915660977,1.032680035,0.915660977,1021460,10.721853036944928
2015-11-09,0.999278009,1.03252995,1.10642004,0.945263028,2045290,-2.743825531846944
2015-11-10,0.934347987,1.001260042,1.053040028,0.920967996,854581,-6.497693476210575
2015-11-11,0.79182899,0.941295981,0.945277989,0.729775012,1278580,-15.25331022091666
2015-11-12,0.895711005,0.796455026,0.913918972,0.763509989,806156,13.11924876607511
2015-11-13,0.904096007,0.907721996,0.917308986,0.846023023,543671,0.9361280539363248
2015-11-14,0.888812006,0.905469,0.906113029,0.876908004,372514,-1.6905285369764989
2015-11-15,0.906368017,0.891216993,0.921516001,0.874957025,411848,1.9752220808772591
2015-11-16,0.928961992,0.906166017,0.94473201,0.891970992,620945,2.492803648873676
2015-11-17,1.007979989,0.924947977,1.032950044,0.905794025,1145440,8.506052742790814
2015-11-18,0.993318975,0.993214011,1.011569977,0.940515995,681104,-1.4544945494944783
2015-11-19,0.955532014,0.988713026,1.007969976,0.937497973,443528,-3.804111463792381
2015-11-20,0.924920023,0.955735028,0.955735028,0.898576021,614335,-3.2036593804799507
2015-11-21,0.976140022,0.928758025,0.978743017,0.920939982,455976,5.537775994281846
2015-11-22,0.968017995,0.979764998,0.984131992,0.958981991,372173,-0.8320555265584728
2015-11-23,0.946968973,0.967492998,0.969057024,0.933870018,441875,-2.1744453211326786
2015-11-24,0.900191009,0.946442008,0.948055029,0.895931006,524195,-4.939756774903337
2015-11-25,0.863537014,0.893827021,0.899492979,0.851105988,622991,-4.07180194353618
2015-11-26,0.88418299,0.863273025,0.903643012,0.804359973,947473,2.390861730913585
2015-11-27,0.867950976,0.882099986,0.900050998,0.860695005,403813,-1.8358206597030247
2015-11-28,0.915702999,0.868102014,0.929292977,0.862121999,462464,5.501695869975021
2015-11-29,0.878614008,0.91414398,0.91415298,0.860532999,448358,-4.050329751076854
2015-11-30,0.873118997,0.879951,0.895053983,0.847696006,784439,-0.6254180959973987
2015-12-01,0.874800026,0.878315985,0.886735976,0.85393697,652857,0.19253148835105538
2015-12-02,0.821210027,0.873170972,0.878017008,0.81892401,506307,-6.125971354280679
2015-12-03,0.812143028,0.818545997,0.837664008,0.785085976,539969,-1.1041023248489878
2015-12-04,0.840040982,0.812081993,0.859574974,0.802372992,241278,3.4351035517354633
2015-12-05,0.862438023,0.841194987,0.872820973,0.824443996,232743,2.666184326707066
2015-12-06,0.835500002,0.866416991,0.882435978,0.833114982,443608,-3.1234732562342105
2015-12-07,0.811263979,0.83632201,0.850790978,0.787649989,520409,-2.900780723157914
2015-12-08,0.822117984,0.806024015,0.823644996,0.78232801,445903,1.337912847231193
2015-12-09,0.792167008,0.82445401,0.82445401,0.770488024,624221,-3.643148134805929
2015-12-10,0.840395987,0.795589984,0.861590028,0.78729099,369589,6.088233732652504
2015-12-11,0.929762006,0.839995027,0.929762006,0.819788992,801072,10.633798873673129
2015-12-12,0.976972997,0.931195974,1.045369983,0.928546011,1376280,5.077750079626275
2015-12-13,0.952884018,0.971538007,0.989394009,0.937438011,273614,-2.4656750057545307
2015-12-14,0.993022025,0.956619978,1.013100028,0.950178027,563436,4.212265736626097
2015-12-15,1.014150024,0.990589023,1.028839946,0.982240021,578618,2.1276465645361675
2015-12-16,0.991182029,1.01710999,1.018030047,0.974927008,320767,-2.26475318803524
2015-12-17,0.940701008,0.993043006,0.997610986,0.911807001,640765,-5.093012133294028
2015-12-18,0.920126975,0.938327014,0.939493001,0.908080995,300787,-2.1870958811601504
2015-12-19,0.908071995,0.921523988,0.925873995,0.888916016,343535,-1.310143091935756
2015-12-20,0.903885007,0.90824002,0.943184972,0.899441004,472164,-0.46108546712753107
2015-12-21,0.900771022,0.906064987,0.917389989,0.891182005,549113,-0.34451119068068525
2015-12-22,0.864202023,0.89497298,0.909525991,0.862058997,454249,-4.059744164372104
2015-12-23,0.85807699,0.861782014,0.882939994,0.856064975,334993,-0.7087501344578584
2015-12-24,0.863261998,0.859432995,0.882817984,0.847599983,354646,0.6042590653782653
2015-12-25,0.870362997,0.861993015,0.882556021,0.861993015,187114,0.8225775044484074
2015-12-26,0.854602993,0.870765984,0.89745301,0.838313997,425282,-1.8107392035647374
2015-12-27,0.856365025,0.853165984,0.861537993,0.841150999,164565,0.20618135139154337
2015-12-28,0.845004976,0.856356025,0.872394025,0.832931995,235134,-1.3265428489445785
2015-12-29,0.873054028,0.843834996,0.873054028,0.833231986,215742,3.319394890758609
2015-12-30,0.911957979,0.874257982,0.941098988,0.866647005,604078,4.456075998998776
2015-12-31,0.933542013,0.912097991,0.975413978,0.910277009,663994,2.366779445656886
2016-01-01,0.948,0.9337,0.9548,0.9314,206062,1.5487237637584528
2016-01-02,0.937124014,0.947400987,0.969636977,0.936559975,255504,-1.1472559071729949
2016-01-03,0.971904993,0.938430011,0.991361976,0.934312999,407632,3.711459580631349
2016-01-04,0.954479992,0.972045004,0.976437986,0.929835022,346245,-1.7928708181870645
2016-01-05,0.950176001,0.953146994,0.970597029,0.946542978,219833,-0.4509252196037705
2016-01-06,0.950860024,0.950028002,0.960659027,0.935707986,308791,0.07198908405181559
2016-01-07,0.942004979,0.95580101,0.974623025,0.935829997,647462,-0.9312669348269909
2016-01-08,0.986788988,0.942752004,0.991824985,0.939715028,545600,4.754115954624916
2016-01-09,0.986832976,0.985500991,0.992344976,0.97359997,226281,0.004457690604064979
2016-01-10,0.999230981,0.98555702,1.001029968,0.975099027,390888,1.2563427957437812
2016-01-11,1.06159997,0.99921602,1.069910049,0.99921602,1011920,6.241698885034874
2016-01-12,1.141000032,1.066100001,1.28283,1.050089955,2898760,7.479282615277394
2016-01-13,1.125200033,1.135470033,1.152179956,1.077029944,1005910,-1.384750092627518
2016-01-14,1.189589977,1.122099996,1.189589977,1.103189945,751961,5.722533070704228
2016-01-15,1.208009958,1.184440017,1.319380045,1.142930031,3910550,1.5484310860161221
2016-01-16,1.220289946,1.220460057,1.308159947,1.168009996,2462630,1.0165469182332743
2016-01-17,1.327469945,1.221469998,1.328830004,1.20776999,1171150,8.783158408485313
2016-01-18,1.426339984,1.332309961,1.542899966,1.322219968,4278930,7.448005837902416
2016-01-19,1.371389985,1.422610045,1.46468997,1.305009961,2446740,-3.85251760564822
2016-01-20,1.531820059,1.363180041,1.619240046,1.353710055,2933220,11.6983553733623
2016-01-21,1.553570032,1.532699943,1.585489988,1.486690044,1614960,1.4198778030233505
2016-01-22,1.501270056,1.547029972,1.581459999,1.465880036,1567240,-3.366438263016136
2016-01-23,1.972669959,1.504119992,2.030119896,1.49605,7370980,31.400073632055438
2016-01-24,2.141200066,1.900539994,2.298419952,1.900539994,9669770,8.543249023036402
2016-01-25,2.499269962,2.14763999,2.662580013,2.056139946,10739300,16.72286031024248
2016-01-26,2.276370049,2.532740116,2.836990118,1.99477005,13939200,-8.918600887021743
2016-01-27,2.388550043,2.2474401,2.594939947,2.188649893,6961080,4.928020997696758
2016-01-28,2.526489973,2.406450033,2.684669972,2.342030048,4903850,5.775048775061387
2016-01-29,2.49496007,2.542979956,2.606770039,2.303900003,6662340,-1.2479726156427562
2016-01-30,2.445060015,2.507719994,2.611809969,2.398920059,3725080,-2.000034212972379
2016-01-31,2.306040049,2.443150044,2.530970097,2.186350107,5847500,-5.6857486175037835
2016-02-01,2.211689949,2.319689989,2.319689989,2.116309881,3994100,-4.09143371299705
2016-02-02,2.439640045,2.215189934,2.448980093,2.157200098,3451270,10.306602700033341
2016-02-03,2.5286901,2.431930065,2.540169954,2.341619968,3987750,3.650130894617276
2016-02-04,2.578039885,2.529030085,2.629539967,2.436460018,3552320,1.9515948197843525
2016-02-05,2.538990021,2.570349932,2.606179953,2.470920086,2636700,-1.5147113986562655
2016-02-06,2.534460068,2.533819914,2.561150074,2.472009897,1921240,-0.17841554958990535
2016-02-07,2.964339972,2.536410093,3.058190107,2.536380053,7007060,16.961399764298825
2016-02-08,3.17979002,2.97300005,3.274280071,2.875370026,9725690,7.2680613571674435
2016-02-09,4.044640064,3.174989939,4.044640064,3.168750048,17954000,27.198338209766447
2016-02-10,4.436260223,4.000549793,4.861440182,3.78309989,28640400,9.682447703707453
2016-02-11,6.013100147,4.496819973,6.292230129,4.338300228,26408200,35.54435142972001
2016-02-12,5.546979904,5.946149826,6.582749844,5.070759773,23360800,-7.751745881574134
2016-02-13,5.385320187,5.685050011,5.719540119,4.190000057,24218800,-2.914373583423746
2016-02-14,5.239729881,5.404329777,5.465060234,4.445710182,11226500,-2.703466106833363
2016-02-15,5.288350105,5.330530167,5.88699007,5.018559933,13934200,0.9279147037007496
2016-02-16,4.315289974,5.328320026,5.474860191,4.033840179,15889100,-18.400070185973448
2016-02-17,3.757240057,4.289169788,4.767069817,3.497370005,15451000,-12.931921617372167
2016-02-18,4.399129868,3.774699926,4.770569801,3.420880079,17054000,17.08407770762783
2016-02-19,4.737889767,4.384789944,4.793220043,4.274690151,7666320,7.700611465558138
2016-02-20,4.341330051,4.682199955,4.754059792,4.12706995,8631090,-8.369965016115167
2016-02-21,4.653619766,4.360549927,4.711510181,4.227610111,6413550,7.193411036050268
2016-02-22,5.616499901,4.664949894,5.645709992,4.635250092,15056200,20.690992891919045
2016-02-23,5.586209774,5.684929848,5.947639942,5.387819767,13380600,-0.5393061076099492
2016-02-24,6.236470223,5.60405016,6.236470223,5.509250164,11426500,11.640458831791811
2016-02-25,6.104800224,6.186709881,6.647409916,5.551239967,21471800,-2.1112904301924473
2016-02-26,5.92166996,6.037829876,6.268750191,5.739049912,9526860,-2.999774886654827
2016-02-27,6.425859928,5.963079929,6.526919842,5.920519829,8903210,8.514320646130713
2016-02-28,6.468349934,6.405509949,6.619339943,6.238369942,9851660,0.6612345503339334
2016-02-29,6.33698988,6.455649853,6.614510059,6.054289818,7648020,-2.030812422647754
2016-03-01,7.653689861,6.319310188,7.908639908,6.308849812,23098100,20.7780035305974
2016-03-02,8.465390205,7.633029938,8.75345993,7.371300221,29130200,10.605346685604356
2016-03-03,9.294150353,8.442290306,10.09739971,8.332030296,40314900,9.78998165389351
2016-03-04,10.40600014,9.240559578,10.40600014,8.479419708,35520100,11.962898648837905
2016-03-05,11.00370026,10.37030029,12.27400017,9.972900391,56439600,5.743802728797598
2016-03-06,11.38290024,11.20400047,11.83600044,9.993610382,39112000,3.446113316794386
2016-03-07,9.552630425,11.42879963,11.65190029,9.309490204,34085100,-16.07911671375589
2016-03-08,9.84720993,9.582139969,10.16639996,8.815770149,25524300,3.083752766453318
2016-03-09,11.89799976,9.792420387,12.0546999,9.67098999,27540500,20.82610043431865
2016-03-10,11.30500031,11.88150024,12.23929977,10.99110031,26851500,-4.984026407477415
2016-03-11,11.08279991,11.22159958,11.59990025,10.39369965,21002700,-1.9655054746301026
2016-03-12,13.5333004,11.13070011,13.5333004,11.08769989,48957300,22.11084301710542
2016-03-13,14.47500038,13.51019955,15.25710011,13.4673996,43915100,6.9583911696809775
2016-03-14,12.45259953,14.51220036,15.01299953,11.58209991,58385100,-13.971680807651909
2016-03-15,13.01000023,13.0017004,13.19779968,12.04679966,28404500,4.476179440743633
2016-03-16,12.52089977,13.02159977,13.73069954,12.49540043,24335500,-3.759419303253919
2016-03-17,11.08150005,12.55869961,12.64350033,10.44260025,41650600,-11.4959766984861
2016-03-18,10.99810028,11.10910034,11.17879963,8.52451992,53956800,-0.7526036152479376
2016-03-19,10.53069973,11.20370007,11.20370007,9.776630402,26735700,-4.2498298624351065
2016-03-20,10.31980038,10.5163002,10.90380001,9.570400238,17651100,-2.002709747759568
2016-03-21,11.86410046,10.30370045,12.01490021,10.16160011,28572600,14.964437519478446
2016-03-22,11.2748003,11.87919998,12.02519989,11.17700005,19730300,-4.967086733518766
2016-03-23,12.41670036,11.32789993,12.43260002,11.23709965,19353200,10.127896101184163
2016-03-24,11.23499966,12.44219971,12.50160027,10.80350018,26081800,-9.517026792454553
2016-03-25,10.7432003,11.26029968,11.37290001,10.52719975,13782000,-4.3773865143134305
2016-03-26,10.97399998,10.76790047,11.18080044,10.58920002,9425480,2.148332652794349
2016-03-27,10.41919994,10.9861002,11.05420017,10.11209965,16744800,-5.055586304092552
2016-03-28,11.66559982,10.4314003,11.86130047,10.40750027,23188300,11.962529629698238
2016-03-29,11.65639973,11.75269985,11.91359997,11.34980011,17684200,-0.07886512602830464
2016-03-30,11.95289993,11.60529995,12.17850018,11.46920013,19351200,2.54366877310237
2016-03-31,11.4034996,11.9197998,12.01189995,11.31569958,14966700,-4.596376889436559
2016-04-01,11.66359997,11.40060043,11.85039997,11.40060043,11373100,2.28088200222325
2016-04-02,11.59889984,11.63059998,11.68879986,11.3987999,8682620,-0.5547183559656998
2016-04-03,11.61830044,11.62829971,11.70639992,11.50870037,5580550,0.16726241512230455
2016-04-04,11.1573,11.6157999,11.6157999,11.0163002,9599070,-3.9678818978793884
2016-04-05,10.43809986,11.21249962,11.21249962,10.13469982,20557300,-6.4460052163157755
2016-04-06,10.68540001,10.44979954,10.97000027,10.27729988,16997100,2.369206592357709
2016-04-07,10.06970024,10.69519997,10.80970001,9.953630447,13464500,-5.762065710444109
2016-04-08,9.719590187,10.07740021,10.38749981,9.655579567,14660600,-3.4768666857554864
2016-04-09,9.150620461,9.69423008,10.08889961,9.06814003,16194800,-5.853844812932529
2016-04-10,8.936340332,9.149849892,9.224720001,7.455639839,42613400,-2.3417005427474935
2016-04-11,8.643790245,8.942779541,8.946640015,8.00317955,15138100,-3.2737124609322765
2016-04-12,7.442309856,8.6394701,8.6394701,7.154160023,23190100,-13.899925321475692
2016-04-13,8.044420242,7.441359997,8.719770432,7.069220066,31403300,8.090369759525373
2016-04-14,8.38724041,8.075169563,8.757040024,8.021519661,13590700,4.261589495413642
2016-04-15,8.242779732,8.386059761,8.616200447,8.097330093,12179000,-1.7223862788976585
2016-04-16,8.609499931,8.235879898,8.649760246,8.114439964,9888460,4.448987003453753
2016-04-17,9.309100151,8.623189926,9.701999664,8.560779572,24619600,8.12591004828247
2016-04-18,9.036000252,9.332730293,9.506660461,8.496870041,21084100,-2.9336874087735
2016-04-19,8.71487999,9.075329781,9.306240082,8.595459938,12899100,-3.553787660961205
2016-04-20,8.465789795,8.68819046,8.825389862,8.313759804,15634700,-2.8582171560115888
2016-04-21,8.102169991,8.45345974,8.721830368,7.962220192,13355400,-4.295166934274198
2016-04-22,7.821259975,8.149920464,8.272319794,7.668479919,13309300,-3.4670960534281425
2016-04-23,8.294790268,7.791830063,8.552929878,7.73774004,14565200,6.054399093158902
2016-04-24,8.001350403,8.293430328,8.473970413,7.95980978,10786400,-3.5376405613538497
2016-04-25,7.554339886,8.007769585,8.094599724,7.2365098,18239900,-5.586688427398445
2016-04-26,7.39703989,7.526549816,7.551819801,7.058979988,17667300,-2.082246739937055
2016-04-27,7.759970188,7.388390064,7.967740059,7.319690228,19254500,4.906426129871777
2016-04-28,7.172530174,7.740690231,7.913070202,7.166399956,11576000,-7.570132355771353
2016-04-29,7.457290173,7.20702982,7.730959892,7.171889782,8762080,3.970147104186994
2016-04-30,8.813980103,7.453909874,9.366499901,7.453909874,36573300,18.192800582067427
2016-05-01,8.846500397,8.775079727,9.011779785,8.432359695,16713800,0.36896264366343967
2016-05-02,10.16320038,8.894240379,10.32149982,8.850720406,41019200,14.883851510892555
2016-05-03,9.31126976,10.1651001,10.1651001,9.279800415,21463900,-8.38250342555973
2016-05-04,9.413769722,9.382869721,10.03409958,9.267519951,17622400,1.1008161576450792
2016-05-05,9.826100349,9.396730423,10.04599953,9.29211998,18296200,4.380079810496995
2016-05-06,9.346639633,9.809610367,9.952190399,9.037010193,21510600,-4.879460813249226
2016-05-07,9.370510101,9.315649986,9.475790024,9.212100029,10806500,0.2553909098594209
2016-05-08,9.482930183,9.372900009,9.597499847,8.926859856,15031000,1.1997221153200899
2016-05-09,9.297730446,9.494039536,9.641160011,9.203700066,13085300,-1.9529800749984227
2016-05-10,9.361519814,9.282649994,9.479020119,9.261360169,9321790,0.6860746111159166
2016-05-11,9.996279717,9.431429863,10.01189995,9.389260292,15267500,6.78052191964309
2016-05-12,10.05780029,9.995109558,10.50629997,9.856410027,24137700,0.6154346891211526
2016-05-13,10.50660038,10.06229973,11.05280018,10.01840019,31276900,4.462209201411782
2016-05-14,10.23970032,10.50510025,10.61499977,9.807920456,18808000,-2.5403084760705408
2016-05-15,9.962349892,10.23859978,10.44449997,9.926420212,9218400,-2.708579541710654
2016-05-16,11.17129993,9.968700409,11.44029999,9.968700409,29079900,12.135189499525744
2016-05-17,12.19880009,11.19320011,12.48700047,11.15260029,37198700,9.197677677963846
2016-05-18,13.55860043,12.17930031,14.25899982,12.17930031,65389900,11.147000770302817
2016-05-19,14.76970005,13.54279995,14.87279987,13.33759975,53757500,8.932335061075335
2016-05-20,13.63560009,14.85319996,15.04819965,13.3842001,50544100,-7.678557832323751
2016-05-21,14.01500034,13.68970013,14.05119991,13.11900043,24648400,2.7824242973966573
2016-05-22,14.28610039,14.04049969,14.34640026,13.76580048,17938900,1.9343563569260702
2016-05-23,13.46150017,14.27980042,14.49240017,13.19219971,23842800,-5.772045537193648
2016-05-24,12.7322998,13.30539989,13.77429962,12.01410007,41560600,-5.416932442827438
2016-05-25,12.52600002,12.79319954,12.89840031,11.76659966,27444700,-1.620286855011066
2016-05-26,12.43039989,12.51609993,12.98659992,12.05920029,20764000,-0.763213554585318
2016-05-27,11.29580021,12.38939953,12.38939953,10.50269985,57496400,-9.127620109090484
2016-05-28,11.89290047,11.33320045,12.36330032,10.37339973,47274800,5.286037721093884
2016-05-29,12.35039997,12.11219978,12.69079971,11.77680016,28598400,3.8468286281723163
2016-05-30,12.72529984,12.32530022,12.88059998,12.26580048,14733800,3.035528168404733
2016-05-31,14.07730007,12.74349976,14.26729965,12.64220047,42433400,10.62450588197692
2016-06-01,14.00150013,14.10980034,14.31550026,13.43889999,22471300,-0.5384550987979297
2016-06-02,13.73799992,13.99170017,14.04839993,13.62919998,10477200,-1.8819427029495017
2016-06-03,13.84669971,13.74289989,13.87380028,13.25430012,22981500,0.7912344637719171
2016-06-04,13.74040031,13.86429977,13.94540024,13.42179966,15792400,-0.7676876239558372
2016-06-05,13.97500038,13.76249981,14.07219982,13.56779957,11088400,1.7073743465047642
2016-06-06,13.93410015,14.0007,14.05850029,13.73490047,8720400,-0.29266711189885886
2016-06-07,14.51200008,13.9453001,14.51200008,13.81459999,21421600,4.147378903401955
2016-06-08,14.41769981,14.50790024,14.77960014,14.27519989,16941800,-0.6498089131763529
2016-06-09,14.39859962,14.43060017,14.56719971,14.34020042,8256830,-0.13247737330993603
2016-06-10,13.90859985,14.37590027,14.43179989,13.82069969,11312900,-3.403107127997218
2016-06-11,14.19159985,13.90909958,14.19159985,13.72029972,12176500,2.0347123581961446
2016-06-12,15.74370003,14.18640041,15.89999962,14.18640041,38210300,10.936752701634278
2016-06-13,17.60269928,15.77229977,17.64419937,15.71959972,38023400,11.807892975969004
2016-06-14,18.89319992,17.6128006,19.27350044,17.29859924,64412200,7.331265617121874
2016-06-15,18.35429955,18.90530014,18.90530014,17.70949936,19393400,-2.8523509637429445
2016-06-16,20.58860016,18.3628006,20.82970047,18.3628006,38531000,12.173172852025282
2016-06-17,15.37679958,20.65089989,21.52269936,13.56760025,199408000,-25.31401134364445
2016-06-18,11.33069992,15.37860012,15.37860012,9.963640213,133937000,-26.313015520229598
2016-06-19,12.23419952,11.16730022,13.1821003,10.63560009,69783600,7.973908111406414
2016-06-20,11.83950043,12.23690033,12.44830036,10.52470016,58143600,-3.2261946468566394
2016-06-21,13.30669975,11.81980038,13.42039967,11.29179955,69245600,12.392409026670403
2016-06-22,13.0951004,13.19970036,15.78559971,13.0951004,96994096,-1.5901715224317714
