Date,Price,Open,High,Low,Vol.,Change ,Yesterday Price,Tomorrow Price,30 Day Average,7 Day Average
2023-09-08,1636.45,1648.09,1657.53,1618.39,236.38,-0.71,1648.09,1635.56,1699.8246666666666,1636.5128571428572
2023-09-09,1635.56,1636.45,1637.21,1630.12,63.97,-0.05,1636.45,1617.44,1692.5946666666669,1636.3
2023-09-10,1617.44,1635.56,1635.72,1604.26,220.97,-1.11,1635.56,1551.89,1684.88,1633.67
2023-09-11,1551.89,1617.44,1618.80,1533.95,444.95,-4.05,1617.44,1592.50,1674.945,1622.4385714285713
2023-09-12,1592.50,1551.89,1617.39,1549.71,354.59,2.62,1551.89,1607.63,1666.6706666666664,1616.4442857142858
2023-09-13,1607.63,1592.50,1614.43,1582.03,238.31,0.95,1592.50,1626.49,1658.7413333333336,1612.794285714286
2023-09-14,1626.49,1607.63,1639.23,1607.08,293.64,1.17,1607.63,1641.31,1651.9916666666666,1609.7085714285715
2023-09-15,1641.31,1626.49,1652.40,1612.25,194.29,0.91,1626.49,1634.41,1646.4416666666666,1610.402857142857
2023-09-16,1634.41,1641.31,1650.04,1631.74,107.11,-0.42,1641.31,1622.65,1644.7923333333335,1610.2385714285715
2023-09-17,1622.65,1634.41,1635.00,1612.87,127.49,-0.72,1634.41,1636.92,1643.5053333333335,1610.982857142857
2023-09-18,1636.92,1622.63,1668.87,1609.69,302.35,0.88,1622.65,1643.08,1642.4136666666668,1623.1299999999999
2023-09-19,1643.08,1636.88,1659.53,1627.31,201.84,0.38,1636.92,1622.28,1641.0083333333334,1630.3557142857142
2023-09-20,1622.28,1643.14,1649.17,1610.14,253.88,-1.27,1643.08,1584.03,1639.4976666666666,1632.4485714285713
2023-09-21,1584.03,1622.28,1625.31,1569.03,264.25,-2.36,1622.28,1593.10,1637.8223333333333,1626.3828571428571
2023-09-22,1593.10,1584.03,1601.79,1578.78,135.12,0.57,1584.03,1593.89,1634.9279999999999,1619.4957142857143
2023-09-23,1593.89,1593.10,1597.96,1587.79,69.31,0.05,1593.10,1580.55,1632.6946666666665,1613.707142857143
2023-09-24,1580.55,1593.89,1600.37,1573.94,144.30,-0.84,1593.89,1588.62,1630.255,1607.6928571428573
2023-09-25,1588.62,1580.55,1596.57,1564.70,191.41,0.51,1580.55,1594.04,1628.3073333333334,1600.7928571428572
2023-09-26,1594.04,1588.62,1597.67,1580.60,141.61,0.34,1588.62,1598.49,1626.1643333333334,1593.787142857143
2023-09-27,1598.49,1594.05,1633.50,1585.28,307.59,0.28,1594.04,1652.89,1624.3400000000001,1590.3885714285714
2023-09-28,1652.89,1598.53,1667.61,1598.16,354.03,3.4,1598.49,1667.72,1621.78,1600.2257142857143
2023-09-29,1667.72,1652.89,1686.63,1648.47,273.45,0.9,1652.89,1670.92,1620.53,1610.8857142857144
2023-09-30,1670.92,1667.71,1693.68,1666.25,147.60,0.19,1667.72,1732.89,1621.3666666666666,1621.8899999999999
2023-10-01,1732.89,1670.92,1741.94,1668.94,245.32,3.71,1670.92,1662.79,1624.8296666666668,1643.652857142857
2023-10-02,1662.79,1732.90,1742.42,1638.04,412.81,-4.05,1732.89,1656.88,1625.687666666667,1654.2485714285715
2023-10-03,1656.88,1662.79,1670.45,1644.05,216.11,-0.36,1662.79,1647.05,1626.3886666666665,1663.2257142857143
2023-10-04,1647.05,1656.88,1657.61,1630.48,243.08,-0.59,1656.88,1611.58,1626.94,1670.1628571428573
2023-10-05,1611.58,1646.61,1654.03,1609.54,253.05,-2.15,1647.05,1645.62,1626.1773333333335,1664.2614285714285
2023-10-06,1645.62,1611.58,1659.99,1611.58,238.24,2.11,1611.58,1633.58,1626.592,1661.1042857142857
2023-10-07,1633.58,1640.59,1643.25,1630.18,107.55,-0.73,1645.62,1632.85,1626.1083333333333,1655.77
2023-10-08,1632.85,1633.58,1641.30,1616.80,159.27,-0.04,1633.58,1579.74,1625.9883333333335,1641.4785714285715
2023-10-09,1579.74,1632.85,1635.13,1550.10,372.11,-3.25,1632.85,1567.60,1624.1276666666665,1629.6142857142856
2023-10-10,1567.60,1579.77,1593.73,1552.34,255.41,-0.77,1579.74,1566.88,1622.4663333333335,1616.8600000000001
2023-10-11,1566.88,1567.62,1578.16,1549.16,279.01,-0.05,1567.60,1539.70,1622.9660000000001,1605.4071428571426
2023-10-12,1539.70,1566.88,1568.47,1523.78,260.59,-1.73,1566.88,1552.17,1621.206,1595.1385714285714
2023-10-13,1552.17,1539.70,1574.08,1538.07,208.91,0.81,1539.70,1554.96,1619.3573333333334,1581.7885714285715
2023-10-14,1554.96,1552.17,1559.94,1545.32,107.26,0.18,1552.17,1557.66,1616.9730000000002,1570.5571428571432
2023-10-15,1557.66,1554.96,1565.80,1550.05,128.70,0.17,1554.96,1599.48,1614.1846666666668,1559.8157142857144
2023-10-16,1599.48,1557.79,1635.46,1555.13,452.69,2.69,1557.66,1564.99,1613.0203333333334,1562.6357142857144
2023-10-17,1564.99,1599.48,1600.49,1553.63,250.22,-2.16,1599.48,1563.43,1611.0983333333331,1562.2628571428572
2023-10-18,1563.43,1564.99,1583.77,1556.15,199.43,-0.1,1564.99,1566.79,1608.6486666666667,1561.7700000000002
2023-10-19,1566.79,1563.43,1573.48,1543.87,238.42,0.21,1563.43,1603.89,1606.1056666666666,1565.6399999999999
2023-10-20,1603.89,1566.78,1629.26,1561.62,343.61,2.37,1566.79,1628.94,1605.4926666666665,1573.0285714285715
2023-10-21,1628.94,1603.89,1642.33,1592.41,188.94,1.56,1603.89,1663.35,1606.9896666666668,1583.597142857143
2023-10-22,1663.35,1628.94,1667.50,1623.29,246.68,2.11,1628.94,1763.75,1609.3313333333333,1598.695714285714
2023-10-23,1763.75,1663.35,1791.99,1657.57,672.28,6.04,1663.35,1784.88,1614.9933333333333,1622.162857142857
2023-10-24,1784.88,1763.79,1853.31,1757.32,750.21,1.2,1763.75,1787.00,1621.8043333333333,1653.5757142857144
2023-10-25,1787.00,1784.88,1814.21,1761.39,389.39,0.12,1784.88,1803.13,1628.417,1685.5142857142857
2023-10-26,1803.13,1787.00,1864.81,1764.43,471.17,0.9,1787.00,1779.54,1635.3866666666668,1719.277142857143
2023-10-27,1779.54,1803.38,1803.63,1751.77,298.24,-1.31,1803.13,1776.21,1641.4216666666666,1744.3700000000001
2023-10-28,1776.21,1779.54,1801.12,1772.08,134.10,-0.19,1779.54,1794.96,1645.5323333333333,1765.4085714285716
2023-10-29,1794.96,1776.21,1809.98,1764.08,156.39,1.06,1776.21,1809.05,1649.7736666666667,1784.2100000000003
2023-10-30,1809.05,1794.96,1829.47,1778.59,304.47,0.78,1794.96,1815.13,1654.378,1790.6814285714286
2023-10-31,1815.13,1809.05,1819.43,1783.32,279.11,0.34,1809.05,1846.60,1657.1193333333333,1795.0028571428572
2023-11-01,1846.60,1815.12,1857.00,1783.98,509.01,1.73,1815.13,1800.27,1663.2463333333333,1803.5171428571427
2023-11-02,1800.27,1846.60,1873.02,1789.00,398.43,-2.51,1846.60,1832.29,1668.026,1803.1085714285714
2023-11-03,1832.29,1800.28,1834.16,1779.79,337.00,1.78,1800.27,1855.72,1674.2006666666666,1810.6442857142858
2023-11-04,1855.72,1832.31,1868.52,1824.40,190.18,1.28,1832.29,1892.36,1682.3386666666665,1822.0028571428572
2023-11-05,1892.36,1855.72,1911.00,1846.57,418.91,1.97,1855.72,1900.98,1690.5633333333333,1835.9171428571428
2023-11-06,1900.98,1891.81,1913.13,1870.00,359.00,0.46,1892.36,1885.97,1699.4766666666667,1849.05
2023-11-07,1885.97,1900.98,1906.55,1852.05,370.10,-0.79,1900.98,1889.29,1707.914,1859.1699999999998
2023-11-08,1889.29,1885.95,1903.67,1873.47,265.08,0.18,1885.97,2120.16,1718.2323333333334,1865.2685714285715
2023-11-09,2120.16,1888.42,2131.31,1882.91,1.21,12.22,1889.29,2077.78,1736.651,1910.967142857143
2023-11-10,2077.78,2120.16,2135.91,2068.79,640.31,-2.0,2120.16,2053.42,1753.681,1946.0371428571427
2023-11-11,2053.42,2077.72,2089.24,2033.56,405.96,-1.17,2077.78,2044.61,1770.805,1974.28
2023-11-12,2044.61,2053.40,2065.35,2020.76,354.64,-0.43,2053.42,2054.18,1787.2196666666666,1996.03
2023-11-13,2054.18,2044.61,2115.24,2031.01,578.44,0.47,2044.61,1979.10,1803.8603333333333,2017.9157142857143
2023-11-14,1979.10,2054.15,2064.51,1943.01,521.22,-3.66,2054.18,2058.93,1817.9083333333333,2031.22
2023-11-15,2058.93,1979.40,2060.95,1967.97,455.57,4.03,1979.10,1961.76,1833.2233333333331,2055.4542857142856
2023-11-16,1961.76,2058.93,2089.44,1940.44,585.12,-4.72,2058.93,1960.80,1846.449,2032.8257142857142
2023-11-17,1960.80,1961.77,1990.24,1908.24,430.92,-0.05,1961.76,1961.72,1859.6946666666668,2016.1142857142859
2023-11-18,1961.72,1960.80,1971.02,1920.13,298.88,0.05,1960.80,2011.01,1872.859,2003.0142857142857
2023-11-19,2011.01,1961.72,2014.93,1943.63,269.02,2.51,1961.72,2021.49,1886.4296666666667,1998.2142857142858
2023-11-20,2021.49,2011.02,2064.05,1994.89,455.23,0.52,2011.01,1934.62,1899.5146666666665,1993.5442857142857
2023-11-21,1934.62,2021.49,2034.51,1932.50,527.41,-4.3,2021.49,2063.05,1908.557,1987.19
2023-11-22,2063.05,1934.62,2090.01,1930.66,506.35,6.64,1934.62,2061.92,1918.5336666666667,1987.7785714285715
2023-11-23,2061.92,2063.05,2088.20,2040.66,264.01,-0.06,2063.05,2080.62,1927.7683333333334,2002.087142857143
2023-11-24,2080.62,2061.92,2129.20,2059.23,460.97,0.91,2061.92,2083.09,1937.5556666666666,2019.2042857142858
2023-11-25,2083.09,2080.63,2089.64,2065.17,154.35,0.12,2080.62,2062.64,1946.8876666666665,2036.542857142857
2023-11-26,2062.64,2082.91,2092.80,2038.28,259.79,-0.98,2083.09,2027.51,1956.3243333333332,2043.9185714285716
2023-11-27,2027.51,2062.30,2071.13,1987.43,354.28,-1.7,2062.64,2048.47,1964.701,2044.7785714285715
2023-11-28,2048.47,2027.51,2074.79,1996.19,312.94,1.03,2027.51,2028.99,1973.1513333333335,2061.042857142857
2023-11-29,2028.99,2048.47,2071.36,2020.31,269.97,-0.95,2048.47,2051.56,1980.4826666666668,2056.177142857143
2023-11-30,2051.56,2028.99,2054.33,2021.44,252.49,1.11,2028.99,2087.21,1988.3636666666666,2054.697142857143
2023-12-01,2087.21,2051.59,2109.32,2045.39,402.51,1.74,2051.56,2164.79,1996.3839999999998,2055.6385714285716
2023-12-02,2164.79,2087.21,2179.73,2086.29,344.20,3.72,2087.21,2192.79,2008.5346666666667,2067.3100000000004
2023-12-03,2192.79,2164.79,2215.46,2150.58,279.65,1.29,2164.79,2243.54,2020.5513333333333,2085.902857142857
2023-12-04,2243.54,2192.79,2272.26,2191.43,601.45,2.31,2192.79,2293.34,2033.4786666666666,2116.7642857142855
2023-12-05,2293.34,2243.30,2302.29,2190.96,561.41,2.22,2243.54,2233.45,2046.8446666666666,2151.7457142857143
2023-12-06,2233.45,2293.36,2310.20,2223.15,431.57,-2.61,2293.34,2355.80,2057.927,2180.9542857142856
2023-12-07,2355.80,2233.45,2381.65,2224.61,518.61,5.48,2233.45,2358.42,2073.588,2224.4171428571426
2023-12-08,2358.42,2355.78,2389.36,2340.88,397.41,0.11,2355.80,2340.55,2089.2256666666667,2263.1614285714286
2023-12-09,2340.55,2358.42,2401.34,2332.36,304.64,-0.76,2358.42,2352.26,2096.5719999999997,2288.27
2023-12-10,2352.26,2340.55,2376.57,2324.18,206.78,0.5,2340.55,2225.34,2105.7213333333334,2311.0514285714285
2023-12-11,2225.34,2352.26,2355.02,2164.16,678.03,-5.4,2352.26,2203.49,2111.452,2308.4514285714286
2023-12-12,2203.49,2225.33,2243.34,2168.18,377.05,-0.98,2225.34,2260.18,2116.748,2295.615714285714
2023-12-13,2260.18,2203.49,2283.84,2148.87,436.64,2.57,2203.49,2315.64,2123.614666666667,2299.434285714286
2023-12-14,2315.64,2260.18,2331.63,2237.39,461.60,2.45,2260.18,2220.41,2134.8326666666667,2293.697142857143
2023-12-15,2220.41,2315.40,2317.42,2213.18,349.63,-4.11,2315.64,2229.07,2140.215333333333,2273.9814285714283
2023-12-16,2229.07,2220.41,2262.68,2212.80,206.79,0.39,2220.41,2197.04,2149.1256666666663,2258.055714285714
2023-12-17,2197.04,2229.07,2247.84,2196.06,233.48,-1.44,2229.07,2218.80,2157.000333333333,2235.8814285714284
2023-12-18,2218.80,2197.01,2223.30,2123.06,388.26,0.99,2197.04,2177.44,2165.5696666666668,2234.947142857143
2023-12-19,2177.44,2218.82,2254.75,2137.80,400.94,-1.86,2218.80,2202.19,2171.1173333333336,2231.2257142857143
2023-12-20,2202.19,2177.45,2263.30,2161.76,440.35,1.14,2177.44,2239.62,2177.1406666666667,2222.941428571429
2023-12-21,2239.62,2202.19,2277.72,2183.35,471.46,1.7,2202.19,2324.23,2187.307333333333,2212.0814285714287
2023-12-22,2324.23,2239.62,2341.52,2232.83,620.73,3.78,2239.62,2308.61,2196.0133333333333,2226.912857142857
2023-12-23,2308.61,2324.24,2330.07,2267.39,266.30,-0.67,2324.23,2263.57,2204.2363333333333,2238.2757142857145
2023-12-24,2263.57,2308.60,2325.08,2247.73,319.33,-1.95,2308.61,2271.38,2210.334666666667,2247.7799999999997
2023-12-25,2271.38,2263.57,2303.28,2253.25,298.17,0.35,2263.57,2230.74,2216.611,2255.2914285714287
2023-12-26,2230.74,2271.38,2274.71,2184.60,429.50,-1.79,2271.38,2378.63,2222.214333333334,2262.905714285714
2023-12-27,2378.63,2230.76,2391.53,2213.78,577.27,6.63,2230.74,2344.47,2233.9183333333335,2288.1114285714284
2023-12-28,2344.47,2378.63,2443.59,2338.46,626.91,-1.44,2378.63,2299.24,2243.7850000000003,2303.09
2023-12-29,2299.24,2344.48,2385.26,2265.63,475.37,-1.93,2344.47,2291.70,2252.7933333333335,2299.52
2023-12-30,2291.70,2299.24,2322.76,2269.23,219.92,-0.33,2299.24,2299.63,2260.7980000000002,2297.1042857142857
