Date,Open,High,Low,Close,Adj Close,Volume,Yesterday Price,Tomorrow Price,30 Day Average,7 Day Average,10-day SMA,20-day SMA,50-day SMA,12-day EMA,26-day EMA,50-day EMA
2019-03-17,142.238297,142.371918,139.323517,140.000549,140.000549,3827157729,142.398178,139.374603,138.30092233333335,136.47744314285714,136.5193191,136.0737716,128.28524242,137.14613708584233,135.5190978722316,133.91199127552326
2019-03-18,140.104858,142.267212,138.841553,139.374603,139.374603,4551739879,140.000549,140.519196,138.83806856666666,137.26895357142857,136.9440719,136.13801795,128.8046287,137.48897799571273,135.8046908446589,134.1262113431498
2019-03-19,139.254013,140.989059,139.143021,140.519196,140.519196,4251488129,139.374603,140.686356,139.06874586666666,138.13699785714286,137.1994583,136.3576797,129.48321316,137.9551653809877,136.15391344875823,134.3769166238106
2019-03-20,140.484711,140.945572,138.307037,140.686356,140.686356,4664134462,140.519196,136.636063,138.8883453,139.19746628571428,137.5922257,136.5546852,130.18497602,138.37534855314343,136.48964993403538,134.62434561895526
2019-03-21,140.478485,141.003235,135.855423,136.636063,136.636063,5087247796,140.686356,137.181442,138.5980077,139.61524757142857,137.87242899999998,136.56430740000002,130.7395465,138.10776616035213,136.50049534632905,134.70323649664329
2019-03-22,136.562256,138.794296,136.228607,137.181442,137.181442,4490899266,136.636063,138.239868,138.18557786666668,139.542341,138.1462846,136.71303175,131.3419551,137.9652547510672,136.55093583919356,134.80042102618668
2019-03-23,137.039871,139.385391,136.912018,138.239868,138.239868,4436568613,137.181442,136.986923,137.92254533333332,138.9482967142857,138.6439637,137.01255415,131.95455672,138.0075029432107,136.67604192517922,134.93530129966956
2019-03-24,138.315353,138.37561,136.313751,136.986923,136.986923,4266845458,138.239868,135.031021,137.51902766666666,138.5177787142857,138.9714966,137.4731941,132.48568998000002,137.85049064425522,136.69907015294373,135.01575705262368
2019-03-25,137.08136,137.695343,133.490158,135.031021,135.031021,4480516753,136.986923,135.460358,136.72688086666668,137.897267,138.7054199,137.33362574999998,133.03645704000002,137.41672608360057,136.57551095642938,135.0163556387953
2019-03-26,135.054321,135.460358,133.757339,135.460358,135.460358,4499271679,135.031021,140.988159,136.71380409999998,137.17457585714286,138.0116379,137.16717605000002,133.58923216000002,137.11574637843125,136.49290703373092,135.03376749609745
2019-03-27,135.454361,141.07547,135.34166,140.988159,140.988159,5228240093,135.460358,139.416473,136.75264736666665,137.21769057142856,138.1103989,137.314859,134.26012494,137.7115021663649,136.82588866086195,135.26727304527012
2019-03-28,141.005844,141.007935,138.425171,139.416473,139.416473,4163212475,140.988159,142.497421,136.79687393333333,137.614892,138.1145859,137.5293289,134.95006862,137.97380537153953,137.0177837970944,135.429986768985
2019-03-29,139.343201,142.54924,138.045105,142.497421,142.497421,5125602702,139.416473,142.092682,137.00925593333335,138.37431757142858,138.3124084,137.75593335,135.70931102,138.6697462374565,137.4236828491615,135.70714105255422
2019-03-30,142.359146,149.613235,141.031738,142.092682,142.092682,5144662127,142.497421,141.514099,137.18747046666667,138.92471957142857,138.453041,138.02263335,136.16580974000001,139.19635173938627,137.7695346381125,135.95755442304227
2019-03-31,142.139221,142.189209,140.697372,141.514099,141.514099,4249050197,142.092682,141.830322,137.3564864666667,139.571459,138.94084460000002,138.4066368,136.60747402,139.55292824101915,138.0469097760301,136.17545813194255
2019-04-01,141.465485,142.733994,140.737564,141.830322,141.830322,4611999536,141.514099,163.961746,137.6105987,140.5427877142857,139.40573260000002,138.7760086,136.9479507,139.9032965116316,138.32716253336122,136.39721749931735
2019-04-02,141.839523,165.226822,141.636459,163.961746,163.961746,9826645698,141.830322,161.458801,138.6676762333333,144.61441457142857,141.9779204,140.31094205,137.80121776,143.60459643291904,140.22602056792707,137.47817940130489
2019-04-03,164.008636,178.322052,157.322144,161.458801,161.458801,10622456246,163.961746,158.052536,139.7904988,147.538792,144.4251082,141.6983024,138.578948,146.35139713554688,141.79881911845098,138.41859593458705
2019-04-04,161.431763,164.929214,155.241104,158.052536,158.052536,7953123529,161.458801,165.514847,140.4648370666667,150.20108671428574,146.7272597,142.7163398,139.28892664,148.15157234546274,143.00279814671387,139.18855436852482
2019-04-05,158.020004,167.220383,157.443954,165.514847,165.514847,7531316908,158.052536,165.947205,141.3556869,153.48929042857142,149.73270859999997,143.87217325,140.17141948,150.8228453692377,144.67035732103136,140.2209580011317
