,Time,prices,MCap,Volume,Open,High,Low,Close
0,1604448000000,0.14569963826503426,7754755.6201303415,18855236.284391005,,,,
1,1604534400000,0.14569963826503426,7754755.6201303415,18855236.284391005,,,,
2,1604620800000,0.13489262621204753,7257184.758105823,5718029.633174498,,,,
3,1604707200000,0.142959525828084,7678065.071288265,3529225.764326668,0.1457,0.1457,0.134893,0.14296
4,1604793600000,0.14199469620607735,7658840.346562262,2744359.084207642,,,,
5,1604880000000,0.1979336794610916,10932754.166469552,10985075.755075358,,,,
6,1604966400000,0.2795589009850647,15355920.490770139,15998876.144609028,,,,
7,1605052800000,0.26416610009638714,14025285.844607566,11326003.583571944,0.141995,0.279559,0.141995,0.264166
8,1605139200000,0.35156189817670414,19260788.592371378,18039021.566937912,,,,
9,1605225600000,0.3121605406269677,16983347.1907499,8461269.359992841,,,,
10,1605312000000,0.39427890543404676,22182529.210996475,10951454.496810462,,,,
11,1605398400000,0.5757936739725374,31089712.412041157,31222823.61540217,0.351562,0.575794,0.312161,0.575794
12,1605484800000,0.5998615091106866,33161583.278063927,36925902.27672871,,,,
13,1605571200000,0.557482358079674,30272058.49411917,24557891.8597495,,,,
14,1605657600000,0.5018519578578174,27556076.62423168,21243843.49407975,,,,
15,1605744000000,0.5175370362372926,28511567.385645706,18582037.965013012,0.599862,0.599862,0.501852,0.517537
16,1605830400000,0.4394062652682793,24599592.665845975,14219519.82323074,,,,
17,1605916800000,0.49525683808052867,27209471.805723608,18186343.9685239,,,,
18,1606003200000,0.46806532913570476,25706401.586060565,10902678.107055435,,,,
19,1606089600000,0.43455126491911095,24006924.702553984,11113270.04593065,0.439406,0.495257,0.434551,0.434551
20,1606176000000,0.5085986124167599,28017556.250706974,16583729.115149964,,,,
21,1606262400000,0.4781210755441495,25596887.09576351,10719082.208195033,,,,
22,1606348800000,0.41709860785125197,22956732.900801234,7283024.914744744,,,,
23,1606435200000,0.369096866042345,20350584.303209808,7721372.166311389,0.508599,0.508599,0.369097,0.369097
24,1606521600000,0.37920438538966605,20940732.039456677,5782640.84505752,,,,
25,1606608000000,0.4283029565904617,23626433.248585083,9602744.509460954,,,,
26,1606694400000,0.4754499120922897,26166280.740093168,9991290.598450875,0.379204,0.47545,0.379204,0.47545
27,1606780800000,0.45498734930966434,25046465.41086368,9827527.356936308,,,,
28,1606867200000,0.41188045294052616,22673727.008741595,6873391.402503173,,,,
29,1606953600000,0.4974750652931096,27521043.947496373,13658966.867703307,0.454987,0.497475,0.41188,0.497475
30,1607040000000,0.5120459436153283,28298377.469911125,8957752.445796711,,,,
31,1607126400000,0.4312290888160158,23829517.906964418,7590011.415676406,,,,
32,1607212800000,0.47569697458920984,26397107.76286189,6262672.522697083,,,,
33,1607299200000,0.4783449560601228,26419181.39496302,5511993.521012638,0.512046,0.512046,0.431229,0.478345
34,1607385600000,0.5633083380290629,31178503.780407775,15255326.91545458,,,,
35,1607472000000,0.5676553282621721,31637083.961018525,26666155.42701268,,,,
36,1607558400000,0.6306042080426305,34941449.64555988,21924954.447069902,,,,
37,1607644800000,0.564500031775874,31169886.249196794,10426786.021056056,0.563308,0.630604,0.563308,0.5645
38,1607731200000,0.5516925530408603,30479732.64900896,10090337.872826165,,,,
39,1607817600000,0.5776324074176886,32057969.794092137,9028218.690123523,,,,
40,1607904000000,0.6113890565154312,33708388.36010462,7848405.699378965,,,,
41,1607990400000,0.6384697123952443,35132877.06849104,12595711.685161084,0.551693,0.63847,0.551693,0.63847
42,1608076800000,0.7287119792720759,40000562.614873484,15490897.205258047,,,,
43,1608163200000,0.7437227412165895,41091366.800182775,23486417.048184462,,,,
44,1608249600000,0.7101986554312771,39193936.19694872,17347055.069059853,,,,
45,1608336000000,0.8234100250637517,45761552.268458314,18653250.20196577,0.728712,0.82341,0.710199,0.82341
46,1608422400000,0.7523176221920786,41661511.935144864,13214344.635062579,,,,
47,1608508800000,0.6868592181441978,37920076.77804222,9994688.676473202,,,,
48,1608595200000,0.6426612045023795,35578624.25986729,8475721.237970073,,,,
49,1608681600000,0.6580679813358634,36360173.83080157,7457602.859540824,0.752318,0.752318,0.642661,0.658068
50,1608768000000,0.5363796600653371,29802397.326502956,10447035.873107014,,,,
51,1608854400000,0.6337683627900592,34882181.2001123,12122825.187488614,,,,
52,1608940800000,0.6014461515926474,33824049.77166634,8296744.856311199,,,,
53,1609027200000,0.5795837566521463,31837931.465961657,6873352.514524342,0.53638,0.633768,0.53638,0.579584
54,1609113600000,0.6017392909762158,33771990.51084446,7470380.317674393,,,,
55,1609200000000,0.598766648214065,32988470.323910207,7034823.674218733,,,,
56,1609286400000,0.5616084344194562,30890686.421686355,5444560.564477616,,,,
57,1609372800000,0.5340728403120757,29635567.99438172,5093214.1379946275,0.601739,0.601739,0.534073,0.534073
58,1609459200000,0.5373077391576501,29558130.898877125,5015718.444744009,,,,
59,1609545600000,0.592105695097175,32833799.69534415,9190257.951188779,,,,
60,1609632000000,0.541559497816546,29930042.22728532,11380082.80786786,0.537308,0.592106,0.537308,0.541559
61,1609718400000,0.5692119124808555,31879689.25918625,6885798.811211453,,,,
62,1609804800000,0.5445839652679287,30093715.366545394,8053962.024981451,,,,
63,1609891200000,0.5584891600679033,30886278.365397755,6840438.222614551,,,,
64,1609977600000,0.5995439141128116,33233323.47422621,9916486.631067118,0.569212,0.599544,0.544584,0.599544
65,1610064000000,0.6067678552224709,33401987.362819877,16899865.630617127,,,,
66,1610150400000,0.5969228713225789,32786115.68458395,9955460.836377688,,,,
67,1610236800000,0.6099283767192976,33732406.28495111,8038202.087081859,,,,
68,1610323200000,0.578764848242735,32061775.245534714,8303391.698246305,0.606768,0.609928,0.578765,0.578765
69,1610409600000,0.4984503760218865,27609279.573805135,7289430.825846609,,,,
70,1610496000000,0.45175213767908945,24957517.075666834,4790387.775235834,,,,
71,1610582400000,0.5047511187952343,27873289.931572735,5575325.550482938,,,,
72,1610668800000,0.5321056538628604,29404163.753518205,5956790.234101813,0.49845,0.532106,0.451752,0.532106
73,1610755200000,0.5429183315096229,30021300.284690507,8216893.459932262,,,,
74,1610841600000,0.585160029426787,32432749.084330603,9101595.055442313,,,,
75,1610928000000,0.6139057614337151,33923993.678468764,8688722.219476229,,,,
76,1611014400000,0.6776993249941109,37391557.61985334,12060373.644837962,0.542918,0.677699,0.542918,0.677699
77,1611100800000,0.6329291274455058,35489744.15771682,8945735.873222845,,,,
78,1611187200000,0.6351433670090934,34656935.605212934,6898189.374655122,,,,
79,1611273600000,0.6510915655521717,36410668.336188234,18968323.90665991,,,,
80,1611360000000,0.63370576466943,35210614.31678926,11875549.575382007,0.632929,0.651092,0.632929,0.633706
81,1611446400000,0.6959927855665683,38388580.92323226,13092861.067500547,,,,
82,1611532800000,0.734657646735492,40528777.43564755,13931457.815073153,,,,
83,1611619200000,0.8418644709184991,46402126.26880507,14185489.863250444,,,,
84,1611705600000,0.9482441135499198,52289794.636435315,26759874.974605225,0.695993,0.948244,0.695993,0.948244
85,1611792000000,0.8776589956219134,48480441.938430004,21707432.896485947,,,,
86,1611878400000,0.8146170224278184,45240100.9070942,17479579.34725252,,,,
87,1611964800000,0.8128345753789697,45009140.27677336,15974514.386173593,,,,
88,1612051200000,0.8402367665592624,46234285.33661672,11328161.965687595,0.877659,0.877659,0.812835,0.840237
89,1612137600000,0.802943712025281,44318781.58765724,8155337.511599384,,,,
90,1612224000000,1.002524227479821,54798876.99068524,20804975.70066458,,,,
91,1612310400000,0.962136826323255,53365507.86540088,11145610.746239616,0.802944,1.003,0.802944,0.962137
92,1612396800000,1.0243283884242755,56765165.0337434,9960047.616405062,,,,
93,1612483200000,0.9577143154424906,53166698.41260354,10943769.907903802,,,,
94,1612569600000,1.0764055917444986,59435724.905045286,18096024.656706955,,,,
95,1612656000000,0.9573167175046234,52892927.774347655,13549069.396482434,1.024,1.076,0.957317,0.957317
96,1612742400000,0.9990670901874458,55361621.22743488,13382006.406002333,,,,
97,1612828800000,1.3764352498016772,76438944.15447699,30911011.015211817,,,,
98,1612915200000,1.2878323776473082,72116404.35880649,24913016.554466724,,,,
99,1613001600000,1.3653082873978735,75101765.86474666,24211736.488081258,0.999067,1.38,0.999067,1.37
100,1613088000000,1.489107153480033,82035548.07666408,16874766.15990658,,,,
101,1613174400000,1.7985538778067238,98764150.94848293,27154490.31317417,,,,
102,1613260800000,1.9722195800935103,109221603.26757081,31371975.82980008,,,,
103,1613347200000,2.1375727652686147,117928865.12430115,39588711.29372937,1.49,2.14,1.49,2.14
104,1613433600000,2.038280940362832,112427932.6199726,38362659.86203892,,,,
105,1613520000000,1.9665275555552904,108494626.08599752,22446310.45415323,,,,
106,1613606400000,1.8859046224471936,104020340.19538751,20786403.627031837,,,,
107,1613692800000,2.1477117196402196,118982634.22644034,20671674.674829092,2.04,2.15,1.89,2.15
108,1613779200000,1.9872669346340415,109646392.6713354,19026082.882595655,,,,
109,1613865600000,1.7903682631755715,98935768.12676474,23303389.609587304,,,,
110,1613952000000,1.840898913027636,101878727.12566894,18567378.082172506,,,,
111,1614038400000,1.6659727918171203,91493453.89912306,43074889.653486766,1.99,1.99,1.67,1.67
112,1614124800000,1.3457397076915725,73501125.22023176,21102481.20536987,,,,
113,1614211200000,1.3686360721289135,75615113.17625104,15269859.108634586,,,,
114,1614297600000,1.4092154404210853,77873259.32982357,14467707.629050288,,,,
115,1614384000000,1.4994658530030363,82451586.76044883,13948257.296152294,1.35,1.5,1.35,1.5
116,1614470400000,1.5916132470505309,88359534.30245604,15450522.141205916,1.59,1.68,1.39,1.68
117,1614556800000,1.3941853857317288,77803001.05590644,11323875.845646558,,,,
118,1614643200000,1.64459306284895,90914743.05234298,15210958.933551777,,,,
119,1614729600000,1.6849942112992224,93117296.14521828,18718201.08992103,,,,
120,1614816000000,2.192108755183675,122420883.28730302,28185041.053115867,,,,
121,1614902400000,2.785013888456909,153828824.1249814,107725587.10233809,,,,
122,1614988800000,2.4356087676587643,133813435.2103895,37139386.81726917,,,,
123,1615075200000,2.5485098953707896,142445000.01739076,25039778.670691963,2.19,2.79,2.19,2.55
124,1615161600000,2.707287358321444,150680945.2930477,25570397.588821188,,,,
125,1615248000000,3.678455129354558,202928446.56814054,62281122.5834089,,,,
126,1615334400000,3.4481846369398705,190567034.7028386,61558833.596841656,,,,
127,1615420800000,3.8697774672727836,216085808.48382142,68122427.44640964,2.71,3.87,2.71,3.87
128,1615507200000,4.641153108676001,256686133.60867348,71162950.89060673,,,,
129,1615593600000,4.994601163176045,277669095.7700489,112358352.50720294,,,,
130,1615680000000,5.139486185388188,286999018.47165674,81488505.01970063,,,,
131,1615766400000,5.882875337278578,332816981.1541114,101535737.32152987,4.64,5.88,4.64,5.88
132,1615852800000,5.587360792256766,309998018.29406697,82251390.24283333,,,,
133,1615939200000,5.513987903954229,299255220.5155553,65621106.74702481,,,,
134,1616025600000,5.004117578628204,275885077.7643638,53879354.443543375,,,,
135,1616112000000,5.038434771063308,278375508.6310772,65505025.06379982,5.59,5.59,5.0,5.04
136,1616198400000,5.056564059075479,278982084.0395139,43081030.57468619,,,,
137,1616284800000,4.5529835208350375,253318519.47110128,33544115.067753304,,,,
138,1616371200000,4.624523948700503,255708063.98776,35474024.88760858,,,,
139,1616457600000,4.0258765157774805,224917130.90074557,26998882.90752358,5.06,5.06,4.03,4.03
140,1616544000000,3.8568388743346937,212898524.77718183,28236230.564217184,,,,
141,1616630400000,3.768543233503981,210230373.46643662,43176376.818023264,,,,
142,1616716800000,3.566623666860648,197131347.6841637,25770045.656069342,,,,
143,1616803200000,4.558751163511789,251249033.87923926,50187541.53938886,3.86,4.56,3.57,4.56
144,1616889600000,4.367421241592622,241652090.8417179,43275959.724580236,,,,
145,1616976000000,4.9027776834255485,271620951.2654504,60604430.53912653,,,,
