DateTime,Volatility,Price
2021-04-01T00:00:00.000Z,9.106446487814901,78.138373611366
2021-04-02T00:00:00.000Z,6.644177314884737,92.87444389758001
2021-04-03T00:00:00.000Z,6.9375024849606355,77.53897509035339
2021-04-04T00:00:00.000Z,6.094483916471701,81.77920397052691
2021-04-05T00:00:00.000Z,5.484552334141686,100.42714062730877
2021-04-06T00:00:00.000Z,5.377494021064505,89.5441876563657
2021-04-07T00:00:00.000Z,5.1887938985445885,81.317388316377
2021-04-08T00:00:00.000Z,4.85466966512132,87.98962898322434
2021-04-09T00:00:00.000Z,4.797681638015151,75.47092567005336
2021-04-10T00:00:00.000Z,4.591094785169853,88.78816983142048
2021-04-11T00:00:00.000Z,4.378756118388409,97.75262246167783
2021-04-12T00:00:00.000Z,4.313469605201346,87.15043504131772
2021-04-13T00:00:00.000Z,4.2068485282444925,80.76765434767222
2021-04-14T00:00:00.000Z,4.065581056818028,80.41301899056461
2021-04-15T00:00:00.000Z,3.969650141606675,75.07370967764938
2021-04-16T00:00:00.000Z,3.867376142100578,71.63039251672606
2021-04-17T00:00:00.000Z,3.754845593266761,72.21215697756904
2021-04-18T00:00:00.000Z,3.665257032016952,69.3766139758477
2021-04-19T00:00:00.000Z,3.6078084630875016,63.08094099020737
2021-04-20T00:00:00.000Z,3.5647233154092146,73.74658089342824
2021-04-21T00:00:00.000Z,3.5020582112516987,69.07330040388733
2021-04-22T00:00:00.000Z,3.422253657528009,70.00528095055128
2021-04-23T00:00:00.000Z,3.36273498028572,66.29705052507116
2021-04-24T00:00:00.000Z,3.29830163062385,64.51914247909077
2021-04-25T00:00:00.000Z,3.252181427272938,59.82899513436883
2021-04-26T00:00:00.000Z,3.21148446975433,67.2495048022967
2021-04-27T00:00:00.000Z,3.1664410143943287,63.180685508245844
2021-04-28T00:00:00.000Z,3.1170492268236916,60.66007983303402
2021-04-29T00:00:00.000Z,3.062901687374227,62.196854781010764
2021-04-30T00:00:00.000Z,3.062641361740575,62.41501835690995
2021-05-01T00:00:00.000Z,1.9969180286477624,69.85079997377308
2021-05-02T00:00:00.000Z,1.8894643733259349,65.55392152944187
2021-05-03T00:00:00.000Z,1.8059338974047323,63.00408354098064
2021-05-04T00:00:00.000Z,1.8001803441839344,60.01373726292086
2021-05-05T00:00:00.000Z,1.632267392360097,65.54465076474393
2021-05-06T00:00:00.000Z,1.5983027996926136,62.80210388733142
2021-05-07T00:00:00.000Z,1.5796574812218325,65.6367711089634
2021-05-08T00:00:00.000Z,1.5504708110821448,66.4953579395458
2021-05-09T00:00:00.000Z,1.4786847431048973,69.32483473202339
2021-05-10T00:00:00.000Z,1.354702715292409,64.26815789365936
2021-05-11T00:00:00.000Z,1.3000113233148405,65.36916277408933
2021-05-12T00:00:00.000Z,1.2523015365175418,65.5898272742277
2021-05-13T00:00:00.000Z,1.2535746086790256,69.84210505480448
2021-05-14T00:00:00.000Z,1.4890675166658849,85.74112095829429
2021-05-15T00:00:00.000Z,1.511975023886878,77.34290384089346
2021-05-16T00:00:00.000Z,1.5013197804968168,77.98490579562
2021-05-17T00:00:00.000Z,1.5055561781085913,75.88919973531561
2021-05-18T00:00:00.000Z,1.5121266440093983,80.94883953234968
2021-05-19T00:00:00.000Z,1.681290908445841,62.91776631198193
2021-05-20T00:00:00.000Z,1.605247035391572,68.67319951933426
2021-05-21T00:00:00.000Z,1.6532564853744574,59.865425732644454
2021-05-22T00:00:00.000Z,1.6559393114381136,57.915363224812296
2021-05-23T00:00:00.000Z,1.7814572038065961,46.54698933807308
2021-05-24T00:00:00.000Z,2.121689171867718,61.63860987593584
2021-05-25T00:00:00.000Z,2.111717238890051,58.76365037455172
2021-05-26T00:00:00.000Z,2.0753449308512377,61.82627823155
2021-05-27T00:00:00.000Z,2.067061595816398,59.767944915213405
2021-05-28T00:00:00.000Z,2.087271070301091,54.427917277447236
2021-05-29T00:00:00.000Z,2.088652893476027,52.72362131263423
2021-05-30T00:00:00.000Z,2.1050543641171453,56.69198108565051
2021-05-31T00:00:00.000Z,2.0999159271384826,63.0151473673378
2021-06-01T00:00:00.000Z,2.0882391929525594,62.1474351608916
2021-06-02T00:00:00.000Z,2.087009107935148,64.91098355194376
2021-06-03T00:00:00.000Z,2.078478464568288,66.40204474948038
2021-06-04T00:00:00.000Z,2.0703763536759667,62.28239542652488
2021-06-05T00:00:00.000Z,2.064488682803289,61.67165221951045
2021-06-06T00:00:00.000Z,2.06036758327507,63.01786837420453
2021-06-07T00:00:00.000Z,2.0638609744355563,61.01223574293606
2021-06-08T00:00:00.000Z,2.0683215291779837,57.6256581050459
2021-06-09T00:00:00.000Z,2.0581929375075334,60.409323430516665
2021-06-10T00:00:00.000Z,2.0824322079775994,55.03250229034391
2021-06-11T00:00:00.000Z,2.1282836387873214,48.08271613609915
2021-06-12T00:00:00.000Z,2.115443095726502,48.98830207022237
2021-06-13T00:00:00.000Z,1.952509478221141,51.374552154005016
2021-06-14T00:00:00.000Z,1.9297541444752269,49.60095932224136
2021-06-15T00:00:00.000Z,1.9432306783478681,52.46108997030466
2021-06-16T00:00:00.000Z,1.9574369631540556,48.38199896386631
2021-06-17T00:00:00.000Z,1.9400890573028242,49.070678082482885
2021-06-18T00:00:00.000Z,1.8301425133835505,43.1297204238718
2021-06-19T00:00:00.000Z,1.8080874346712645,39.88094525659441
2021-06-20T00:00:00.000Z,1.7645243505726647,40.882380659515825
2021-06-21T00:00:00.000Z,1.9383577488406136,31.102732477070685
2021-06-22T00:00:00.000Z,1.8254978764311929,30.980932838500586
