,DateTime,Price,Out,At,In
821,2017-11-05,297.36,0.058461,0.844044,0.097496
822,2017-11-06,299.53,0.031948,0.883481,0.084571
823,2017-11-07,295.61,0.061772,0.858484,0.079744
824,2017-11-08,304.88,0.022809,0.865703,0.111489
825,2017-11-09,317.52,0.01179,0.560892,0.427318
826,2017-11-10,306.59,0.056465,0.82146,0.122075
827,2017-11-11,308.15,0.016438,0.822356,0.161206
828,2017-11-12,307.35,0.033179,0.845289,0.121532
829,2017-11-13,311.97,0.015185,0.783404,0.201411
830,2017-11-14,325.8,0.006558,0.556257,0.437186
831,2017-11-15,335.03,0.002984,0.603558,0.393458
832,2017-11-16,328.38,0.007032,0.639724,0.353243
833,2017-11-17,330.19,0.008251,0.64074,0.351009
834,2017-11-18,338.15,0.002571,0.615949,0.381481
835,2017-11-19,357.61,0.001245,0.502783,0.495973
836,2017-11-20,363.55,0.001212,0.553169,0.445619
837,2017-11-21,362.14,0.00125,0.605642,0.393108
838,2017-11-22,370.79,0.000599,0.62432,0.37508
839,2017-11-23,400.18,0.0,0.492286,0.507714
840,2017-11-24,439.28,0.0,0.508853,0.491147
841,2017-11-25,470.4,0.0,0.498686,0.501314
842,2017-11-26,461.31,0.0,0.568825,0.431175
843,2017-11-27,475.95,0.0,0.617397,0.382603
844,2017-11-28,469.19,0.0,0.66513,0.33487
845,2017-11-29,462.4,0.0,0.690862,0.309138
846,2017-11-30,428.48,0.168259,0.570769,0.260972
847,2017-12-01,442.0,0.066321,0.671397,0.262282
848,2017-12-02,460.54,0.0,0.657056,0.342944
849,2017-12-03,463.57,0.0,0.665087,0.334913
850,2017-12-04,459.4,0.004632,0.759695,0.235673
851,2017-12-05,459.66,0.003707,0.763232,0.233061
852,2017-12-06,435.0,0.148674,0.699181,0.152145
853,2017-12-07,419.51,0.165393,0.700286,0.134322
854,2017-12-08,435.72,0.066106,0.757831,0.176063
855,2017-12-09,477.73,0.0,0.539065,0.460935
856,2017-12-10,450.54,0.070321,0.722526,0.207154
857,2017-12-11,477.68,0.0,0.597383,0.402617
858,2017-12-12,588.91,0.0,0.471843,0.528157
859,2017-12-13,674.48,0.0,0.51657,0.48343
860,2017-12-14,706.98,0.0,0.607611,0.392389
861,2017-12-15,655.61,0.055903,0.607531,0.336566
862,2017-12-16,698.45,0.0,0.669615,0.330385
863,2017-12-17,712.2,0.0,0.670915,0.329085
864,2017-12-18,739.59,0.0,0.638078,0.361922
865,2017-12-19,818.24,0.0,0.562732,0.437268
866,2017-12-20,771.98,0.0,0.695455,0.304545
867,2017-12-21,800.1,0.0,0.710399,0.289601
868,2017-12-22,642.22,0.254189,0.553998,0.191813
869,2017-12-23,699.32,0.0924,0.697365,0.210235
870,2017-12-24,649.1,0.136314,0.726609,0.137077
871,2017-12-25,709.54,0.029845,0.729282,0.240872
872,2017-12-26,739.13,0.014077,0.784126,0.201797
873,2017-12-27,736.6,0.014669,0.818048,0.167283
874,2017-12-28,706.35,0.02262,0.816735,0.160644
875,2017-12-29,732.7,0.018915,0.82056,0.160526
876,2017-12-30,702.78,0.015467,0.883923,0.10061
877,2017-12-31,716.53,0.008394,0.873172,0.118435
878,2018-01-01,744.82,0.002887,0.835923,0.161189
879,2018-01-02,819.39,0.0,0.6697,0.3303
880,2018-01-03,899.8,0.0,0.64387,0.35613
881,2018-01-04,949.24,0.0,0.701497,0.298503
882,2018-01-05,976.18,0.0,0.720722,0.279278
883,2018-01-06,984.23,0.0,0.717038,0.282962
884,2018-01-07,1060.53,0.0,0.686769,0.313231
885,2018-01-08,1098.05,0.0,0.664591,0.335409
886,2018-01-09,1217.0,0.0,0.556548,0.443452
887,2018-01-10,1298.03,0.0,0.658473,0.341527
888,2018-01-11,1217.39,0.0,0.712934,0.287066
889,2018-01-12,1187.34,0.0,0.024845,0.975155
890,2018-01-13,1341.94,0.0,0.556517,0.443483
891,2018-01-14,1328.4,0.0,0.657625,0.342375
892,2018-01-15,1326.21,0.0,0.603636,0.396364
893,2018-01-16,1073.25,0.273894,0.53653,0.189576
894,2018-01-17,940.21,0.338305,0.540525,0.121171
895,2018-01-18,1021.73,0.167765,0.691406,0.140829
896,2018-01-19,1033.12,0.128312,0.696032,0.175657
897,2018-01-20,1100.72,0.058268,0.788697,0.153035
898,2018-01-21,1079.32,0.085164,0.65838,0.256457
899,2018-01-22,1000.64,0.1754,0.705864,0.118736
900,2018-01-23,964.48,0.186105,0.705649,0.108246
901,2018-01-24,1009.79,0.107268,0.787675,0.105057
902,2018-01-25,1062.31,0.055362,0.78201,0.162628
903,2018-01-26,1031.36,0.060407,0.825754,0.113839
904,2018-01-27,1077.88,0.035873,0.801246,0.162881
905,2018-01-28,1171.05,0.013682,0.658141,0.328177
906,2018-01-29,1195.93,0.012073,0.666115,0.321812
907,2018-01-30,1103.95,0.077257,0.787279,0.135465
908,2018-01-31,1071.88,0.064428,0.82632,0.109252
909,2018-02-01,1055.17,0.065031,0.835687,0.099282
910,2018-02-02,887.17,0.375254,0.562558,0.062187
911,2018-02-03,921.39,0.310347,0.620219,0.069435
912,2018-02-04,876.21,0.334714,0.60929,0.055996
913,2018-02-05,743.45,0.446052,0.499293,0.054655
914,2018-02-06,682.96,0.439337,0.52483,0.035833
915,2018-02-07,788.28,0.317913,0.595831,0.086256
916,2018-02-08,797.44,0.354663,0.568614,0.076723
917,2018-02-09,830.86,0.248771,0.668016,0.083213
918,2018-02-10,862.71,0.189338,0.714432,0.096231
919,2018-02-11,816.94,0.238729,0.683763,0.077508
920,2018-02-12,842.97,0.186231,0.734885,0.078884
921,2018-02-13,845.69,0.173955,0.760373,0.065672
922,2018-02-14,881.62,0.125109,0.790861,0.084029
923,2018-02-15,926.59,0.090273,0.717772,0.191955
924,2018-02-16,927.39,0.06474,0.7543,0.18096
925,2018-02-17,954.89,0.069727,0.702277,0.227996
926,2018-02-18,943.72,0.07574,0.736697,0.187563
927,2018-02-19,933.61,0.090017,0.736026,0.173957
928,2018-02-20,918.07,0.085629,0.79955,0.114821
929,2018-02-21,862.34,0.211222,0.723447,0.06533
930,2018-02-22,830.12,0.290453,0.657186,0.052361
931,2018-02-23,835.2,0.24801,0.7025,0.049491
932,2018-02-24,842.68,0.206941,0.736813,0.056246
933,2018-02-25,834.04,0.219171,0.732937,0.047892
934,2018-02-26,857.09,0.162708,0.768029,0.069262
935,2018-02-27,878.32,0.107889,0.831172,0.060938
936,2018-02-28,869.05,0.131536,0.812104,0.056361
937,2018-03-01,863.47,0.128562,0.812947,0.058491
938,2018-03-02,863.28,0.125778,0.820274,0.053948
939,2018-03-03,860.15,0.123472,0.821938,0.05459
940,2018-03-04,852.85,0.145457,0.798001,0.056542
941,2018-03-05,859.04,0.130635,0.79551,0.073855
942,2018-03-06,827.35,0.186933,0.764526,0.048541
943,2018-03-07,775.85,0.557437,0.361241,0.081322
944,2018-03-08,730.68,0.499618,0.460675,0.039707
945,2018-03-09,686.26,0.497603,0.46903,0.033367
946,2018-03-10,713.24,0.443118,0.47926,0.077621
947,2018-03-11,699.3,0.427313,0.538021,0.034666
948,2018-03-12,709.0,0.390659,0.564563,0.044778
949,2018-03-13,696.69,0.35849,0.605795,0.035714
950,2018-03-14,645.04,0.542661,0.427146,0.030193
951,2018-03-15,596.27,0.522046,0.454058,0.023896
952,2018-03-16,605.65,0.44206,0.530507,0.027433
953,2018-03-17,576.61,0.5114,0.464978,0.023622
954,2018-03-18,507.05,0.521708,0.457071,0.021221
955,2018-03-19,537.46,0.469361,0.433933,0.096706
956,2018-03-20,541.89,0.442258,0.514591,0.043151
957,2018-03-21,567.84,0.356173,0.487687,0.15614
958,2018-03-22,547.12,0.426617,0.539232,0.034151
959,2018-03-23,525.32,0.439866,0.523993,0.036141
960,2018-03-24,532.76,0.367003,0.613272,0.019725
961,2018-03-25,524.7,0.388031,0.597237,0.014732
962,2018-03-26,496.84,0.50332,0.481412,0.015268
963,2018-03-27,469.17,0.518229,0.470938,0.010833
964,2018-03-28,452.78,0.506858,0.483153,0.009989
965,2018-03-29,414.43,0.554976,0.435049,0.009975
966,2018-03-30,388.08,0.492313,0.428664,0.079023
967,2018-03-31,405.52,0.467736,0.52201,0.010254
968,2018-04-01,379.41,0.53957,0.451593,0.008837
969,2018-04-02,384.96,0.489368,0.502337,0.008295
970,2018-04-03,403.78,0.409625,0.531238,0.059137
971,2018-04-04,393.89,0.37815,0.612092,0.009758
972,2018-04-05,377.36,0.423276,0.567756,0.008968
973,2018-04-06,374.65,0.295582,0.112378,0.59204
974,2018-04-07,383.38,0.368773,0.622107,0.00912
975,2018-04-08,394.6,0.320774,0.647998,0.031228
976,2018-04-09,409.61,0.309136,0.604836,0.086028
977,2018-04-10,405.05,0.377213,0.540841,0.081947
978,2018-04-11,422.21,0.390938,0.451099,0.157963
979,2018-04-12,456.05,0.300338,0.476129,0.223533
980,2018-04-13,505.53,0.262768,0.453331,0.283901
981,2018-04-14,501.19,0.235592,0.52766,0.236748
982,2018-04-15,518.55,0.216606,0.550073,0.233321
983,2018-04-16,518.33,0.224933,0.573387,0.201679
984,2018-04-17,511.28,0.209959,0.61837,0.171671
985,2018-04-18,514.16,0.195073,0.654101,0.150826
986,2018-04-19,546.01,0.164573,0.554862,0.280565
987,2018-04-20,590.06,0.135732,0.511252,0.353016
988,2018-04-21,600.62,0.131433,0.588923,0.279644
989,2018-04-22,618.05,0.158593,0.59681,0.244598
990,2018-04-23,633.99,0.175292,0.541671,0.283037
991,2018-04-24,677.85,0.112429,0.527574,0.359997
992,2018-04-25,648.25,0.118467,0.646201,0.235332
993,2018-04-26,633.16,0.155615,0.617435,0.22695
994,2018-04-27,663.4,0.112163,0.662633,0.225204
995,2018-04-28,666.78,0.132078,0.612452,0.25547
996,2018-04-29,682.12,0.103259,0.613857,0.282883
997,2018-04-23,682.12,0.103259,0.613857,0.282883
998,2018-04-30,731.85,0.140476,0.540002,0.319522
999,2018-05-07,720.13,0.184653,0.605807,0.20954
1000,2018-05-14,699.35,0.109732,0.753249,0.137019
1001,2018-05-21,616.18,0.345933,0.598557,0.05551
1002,2018-05-28,569.38,0.323837,0.589243,0.08692
1003,2018-06-04,593.67,0.230029,0.672796,0.097175
1004,2018-06-11,500.07,0.43387,0.538171,0.027959
1005,2018-06-18,500.8,0.397703,0.531222,0.071074
1006,2018-06-25,441.59,0.403349,0.492419,0.104232
1007,2018-07-02,471.36,0.284957,0.630192,0.084851
1008,2018-07-09,443.95,0.408453,0.570228,0.021318
1009,2018-07-16,469.98,0.362969,0.507365,0.129666
1010,2018-07-23,466.88,0.240284,0.672594,0.087123
1011,2018-07-30,423.39,0.458783,0.529883,0.011334
1012,2018-08-06,358.17,0.510266,0.486269,0.003464
1013,2018-08-13,292.85,0.504638,0.44787,0.047492
1014,2018-08-20,278.3,0.451106,0.539712,0.009183
1015,2018-08-27,287.08,0.317282,0.633877,0.048841
1016,2018-09-03,240.09,0.509686,0.482807,0.007506
1017,2018-09-10,200.67,0.463266,0.480715,0.056019
1018,2018-09-17,223.09,0.349699,0.540456,0.109845
1019,2018-09-24,224.32,0.323529,0.629007,0.047464
1020,2018-10-01,224.99,0.331733,0.630735,0.037532
1021,2018-10-08,210.98,0.440757,0.537247,0.021996
1022,2018-10-15,207.22,0.383624,0.577368,0.039007
1023,2018-10-22,203.19,0.367496,0.619216,0.013288
1024,2018-10-29,199.7,0.366022,0.599739,0.034239
1025,2018-11-05,213.0,0.247269,0.574465,0.178266
1026,2018-11-12,187.83,0.467051,0.501591,0.031358
1027,2018-11-19,130.72,0.553442,0.445936,0.000622
1028,2018-11-26,115.18,0.445056,0.531461,0.023483
1029,2018-12-03,99.99,0.525501,0.470931,0.003568
1030,2018-12-10,87.78,0.475644,0.524035,0.000321
1031,2018-12-17,108.21,0.310224,0.506006,0.18377
1032,2018-12-24,134.85,0.267173,0.509264,0.223562
1033,2018-12-31,149.37,0.24497,0.525091,0.22994
1034,2019-01-07,138.96,0.344663,0.539189,0.116148
1035,2019-01-14,123.07,0.329426,0.617507,0.053067
1036,2019-01-21,116.63,0.353381,0.614597,0.032022
1037,2019-01-28,107.53,0.450046,0.528054,0.0219
1038,2019-02-04,111.11,0.352342,0.532795,0.114863
1039,2019-02-11,123.76,0.222013,0.57183,0.206157
1040,2019-02-18,147.8,0.163097,0.512627,0.324275
1041,2019-02-25,135.81,0.288019,0.56447,0.147511
1042,2019-03-04,135.25,0.317493,0.545339,0.137168
1043,2019-03-11,135.88,0.199778,0.654272,0.14595
1044,2019-03-18,137.9,0.162177,0.703932,0.133891
1045,2019-03-25,138.91,0.175008,0.627903,0.197089
1046,2019-04-01,160.59,0.126724,0.510381,0.362895
1047,2019-04-08,171.51,0.160422,0.573798,0.26578
1048,2019-04-15,169.05,0.130141,0.639791,0.230068
1049,2019-04-22,162.8,0.206611,0.546814,0.246574
1050,2019-04-29,162.23,0.166633,0.6558,0.177567
1051,2019-05-06,177.13,0.10133,0.57869,0.31998
1052,2019-05-13,233.5,0.080143,0.570087,0.34977
1053,2019-05-20,251.14,0.073259,0.65289,0.27385
1054,2019-05-27,266.9,0.057341,0.663273,0.279386
1055,2019-06-03,245.68,0.20357,0.623558,0.172872
1056,2019-06-10,255.93,0.09464,0.65126,0.254099
1057,2019-06-17,282.62,0.05627,0.567722,0.376008
1058,2019-06-24,311.09,0.069073,0.582089,0.348837
1059,2019-07-01,291.41,0.124806,0.517167,0.358027
1060,2019-07-08,283.05,0.202729,0.558005,0.239265
1061,2019-07-15,218.31,0.369271,0.526235,0.104493
1062,2019-07-22,214.29,0.31742,0.591307,0.091274
1063,2019-07-29,215.62,0.253533,0.654275,0.092192
1064,2019-08-05,220.14,0.260773,0.596773,0.142454
1065,2019-08-12,193.89,0.390355,0.543133,0.066512
1066,2019-08-19,192.31,0.316148,0.582434,0.101418
1067,2019-08-26,176.13,0.450304,0.515166,0.034529
1068,2019-09-02,176.13,0.377006,0.544625,0.078369
1069,2019-09-09,181.96,0.25213,0.595748,0.152122
1070,2019-09-16,210.24,0.106519,0.492674,0.400808
1071,2019-09-23,175.32,0.416788,0.516611,0.066601
1072,2019-09-30,175.79,0.29088,0.635656,0.073465
1073,2019-10-07,184.08,0.205566,0.624458,0.169976
1074,2019-10-14,177.07,0.2638,0.576842,0.159358
1075,2019-10-21,173.85,0.310256,0.570596,0.119148
1076,2019-10-28,184.12,0.15381,0.646035,0.200156
1077,2019-11-04,187.01,0.15467,0.647277,0.198054
1078,2019-11-11,184.66,0.150967,0.725573,0.12346
1079,2019-11-18,163.53,0.475434,0.495448,0.029118
1080,2019-11-25,149.61,0.454427,0.488723,0.05685
1081,2019-12-02,148.48,0.390431,0.587357,0.022212
1082,2019-12-09,144.73,0.346302,0.64362,0.010078
1083,2019-12-16,129.22,0.441004,0.543827,0.015169
1084,2019-12-23,128.42,0.399378,0.558383,0.04224
1085,2019-12-30,132.05,0.367643,0.53323,0.099127
1086,2020-01-06,141.76,0.271804,0.489443,0.238752
1087,2020-01-13,162.86,0.168333,0.474743,0.356924
1088,2020-01-20,163.99,0.221531,0.526766,0.251703
1089,2020-01-27,177.79,0.103425,0.493625,0.40295
1090,2020-02-03,207.33,0.064707,0.441686,0.493606
1091,2020-02-10,254.28,0.046134,0.474043,0.479822
1092,2020-02-17,263.74,0.061557,0.519149,0.419293
1093,2020-02-24,235.76,0.157889,0.476063,0.366048
1094,2020-03-02,229.35,0.148629,0.589697,0.261674
1095,2020-03-09,159.39,0.42028,0.496569,0.083151
1096,2020-03-16,123.95,0.385793,0.580357,0.03385
1097,2020-03-23,133.6,0.266291,0.679051,0.054658
1098,2020-03-30,138.2,0.239658,0.683168,0.077174
1099,2020-04-06,163.64,0.148027,0.603663,0.24831
1100,2020-04-13,166.82,0.187933,0.552408,0.259659
1101,2020-04-20,183.91,0.085854,0.594076,0.32007
1102,2020-04-27,207.03,0.117558,0.513951,0.368491
1103,2020-05-04,205.72,0.10056,0.640989,0.258451
1104,2020-05-11,195.93,0.147734,0.672039,0.180227
1105,2020-05-18,207.55,0.060298,0.69104,0.248662
1106,2020-05-25,215.96,0.044162,0.642787,0.313051
1107,2020-06-01,240.99,0.013371,0.635991,0.350638
1108,2020-06-08,239.47,0.076684,0.641428,0.281888
1109,2020-06-15,229.81,0.136162,0.647137,0.216701
1110,2020-06-22,232.59,0.139318,0.620073,0.24061
1111,2020-06-29,226.89,0.137943,0.723032,0.139025
1112,2020-07-06,239.87,0.017477,0.641989,0.340534
1113,2020-07-13,236.98,0.091593,0.739585,0.168822
1114,2020-07-20,269.55,0.012607,0.549614,0.437779
1115,2020-07-27,339.15,0.005363,0.511161,0.483476
1116,2020-08-03,389.87,0.017347,0.592693,0.38996
1117,2020-08-10,407.22,0.0236,0.622094,0.354305
1118,2020-08-17,408.75,0.103006,0.638145,0.258849
1119,2020-08-24,394.45,0.094004,0.687283,0.218713
1120,2020-08-31,403.65,0.197987,0.56325,0.238763
1121,2020-09-07,357.93,0.221812,0.619904,0.158284
1122,2020-09-14,375.53,0.096615,0.753632,0.149753
1123,2020-09-21,344.99,0.301205,0.603036,0.095758
1124,2020-09-28,353.07,0.185951,0.703124,0.110925
1125,2020-10-05,354.8,0.178086,0.622076,0.199838
1126,2020-10-12,375.59,0.082359,0.627595,0.290046
1127,2020-10-19,396.71,0.03135,0.563381,0.405269
1128,2020-10-26,391.66,0.113205,0.587492,0.299303
1129,2020-11-02,414.89,0.050422,0.539919,0.409659
1130,2020-11-09,457.65,0.017406,0.514927,0.467667
1131,2020-11-16,495.88,0.004041,0.517939,0.478021
1132,2020-11-23,560.61,0.128664,0.420735,0.450601
1133,2020-11-30,597.01,0.007825,0.575909,0.416266
1134,2020-12-07,567.11,0.087426,0.632346,0.280229
1135,2020-12-14,625.68,0.003493,0.601704,0.394803
1136,2020-12-21,620.5,0.064338,0.597252,0.33841
1137,2020-12-28,754.61,0.0023,0.524491,0.473209
1138,2021-01-04,1158.17,0.00042,0.512452,0.487128
1139,2021-01-11,1142.29,0.054329,0.600913,0.344758
1140,2021-01-18,1253.8,0.036534,0.606701,0.356765
1141,2021-01-23,1235.06,0.027104,0.654521,0.318375
1142,2021-01-24,1310.99,0.0,0.630515,0.369485
1143,2021-01-25,1385.76,0.0,0.559752,0.440248
1144,2021-01-26,1312.28,0.0,0.6593,0.3407
1145,2021-01-27,1291.08,0.021962,0.712138,0.2659
1146,2021-01-28,1290.92,0.016551,0.726674,0.256774
1147,2021-01-29,1364.82,0.0,0.708289,0.291711
1148,2021-01-30,1366.71,0.0,0.718586,0.281414
1149,2021-01-31,1332.65,0.0,0.746239,0.253761
1150,2021-02-01,1324.73,0.0,0.76079,0.23921
1151,2021-02-02,1455.52,0.0,0.568374,0.431626
1152,2021-02-03,1590.52,0.0,0.5144,0.4856
1153,2021-02-04,1628.02,0.0,0.59412,0.40588
1154,2021-02-05,1677.58,0.0,0.606351,0.393649
1155,2021-02-06,1696.4,0.0,0.602883,0.397117
1156,2021-02-07,1594.67,0.045832,0.620316,0.333852
1157,2021-02-08,1672.62,0.0,0.65606,0.34394
1158,2021-02-09,1767.56,0.0,0.62167,0.37833
1159,2021-02-10,1759.76,0.0,0.634064,0.365936
1160,2021-02-11,1762.1,0.0,0.643099,0.356901
1161,2021-02-12,1804.14,0.0,0.645364,0.354636
1162,2021-02-13,1820.71,0.0,0.661537,0.338463
1163,2021-02-14,1819.41,0.0,0.669798,0.330202
1164,2021-02-15,1748.79,0.0,0.730109,0.269891
1165,2021-02-16,1776.28,0.0,0.747984,0.252016
1166,2021-02-17,1795.84,0.0,0.721135,0.278865
1167,2021-02-18,1900.48,0.0,0.560903,0.439097
1168,2021-02-19,1932.62,0.0,0.580608,0.419392
1169,2021-02-20,1928.94,0.0,0.618109,0.381891
1170,2021-02-21,1930.75,0.0,0.630831,0.369169
1171,2021-02-22,1692.28,0.205139,0.593913,0.200949
1172,2021-02-23,1571.24,0.290156,0.541619,0.168225
1173,2021-02-24,1607.1,0.217323,0.616939,0.165738
1174,2021-02-25,1565.89,0.218754,0.621198,0.160048
1175,2021-02-26,1481.82,0.359813,0.489343,0.150843
1176,2021-02-27,1476.69,0.281242,0.564571,0.154187
1177,2021-02-28,1381.88,0.361632,0.492297,0.146071
1178,2021-03-01,1493.1,0.212126,0.587628,0.200246
1179,2021-03-02,1530.42,0.164893,0.639794,0.195313
1180,2021-03-03,1567.47,0.117502,0.682875,0.199624
1181,2021-03-04,1565.32,0.106691,0.669431,0.223879
1182,2021-03-05,1496.42,0.224929,0.634532,0.140539
1183,2021-03-06,1592.53,0.092273,0.649535,0.258192
1184,2021-03-07,1683.05,0.041897,0.578452,0.379651
1185,2021-03-08,1754.83,0.017382,0.589364,0.393255
1186,2021-03-09,1835.98,0.010742,0.559107,0.430151
1187,2021-03-10,1818.35,0.013557,0.583553,0.40289
1188,2021-03-11,1786.17,0.012237,0.623944,0.363819
1189,2021-03-12,1782.02,0.012806,0.681343,0.305851
1190,2021-03-13,1836.12,0.007751,0.680925,0.311324
1191,2021-03-14,1884.8,0.0,0.609974,0.390026
1192,2021-03-15,1813.39,0.009185,0.723491,0.267323
1193,2021-03-16,1767.89,0.036067,0.746317,0.217617
1194,2021-03-17,1790.58,0.023273,0.761347,0.21538
1195,2021-03-18,1804.6,0.007616,0.764196,0.228188
1196,2021-03-19,1787.51,0.018214,0.760465,0.221322
1197,2021-03-20,1834.97,0.0055,0.754241,0.240259
1198,2021-03-21,1782.64,0.01554,0.764658,0.219802
1199,2021-03-22,1732.39,0.069038,0.787297,0.143665
1200,2021-03-23,1686.94,0.204816,0.650009,0.145174
1201,2021-03-24,1643.62,0.270577,0.603898,0.125526
1202,2021-03-25,1585.34,0.385789,0.498967,0.115243
1203,2021-03-26,1643.5,0.206112,0.662847,0.131042
1204,2021-03-27,1699.77,0.112403,0.711442,0.176155
1205,2021-03-28,1693.88,0.110887,0.733582,0.155532
1206,2021-03-29,1758.78,0.024268,0.68591,0.289821
1207,2021-03-30,1823.2,0.007468,0.5872,0.405331
1208,2021-03-31,1859.77,0.003037,0.619771,0.377192
1209,2021-04-01,1935.42,0.0,0.513339,0.486661
1210,2021-04-02,2046.8,0.0,0.455474,0.544526
1211,2021-04-03,2070.76,0.0,0.508706,0.491294
1212,2021-04-04,2036.81,0.0,0.559709,0.440291
1213,2021-04-05,2066.86,0.0,0.589356,0.410644
1214,2021-04-06,2098.34,0.0,0.582616,0.417384
1215,2021-04-07,2029.8,0.047295,0.57499,0.377715
1216,2021-04-08,2017.22,0.027549,0.630312,0.34214
1217,2021-04-09,2074.92,0.0,0.611046,0.388954
1218,2021-04-10,2126.65,0.0,0.53118,0.46882
1219,2021-04-11,2138.65,0.0,0.538258,0.461742
1220,2021-04-12,2151.45,0.0,0.570411,0.429589
1221,2021-04-13,2225.13,0.0,0.475308,0.524692
1222,2021-04-14,2364.42,0.0,0.414702,0.585298
1223,2021-04-15,2473.48,0.0,0.420406,0.579594
1224,2021-04-16,2426.8,0.0,0.562751,0.437249
1225,2021-04-17,2406.24,0.0,0.611722,0.388278
1226,2021-04-18,2158.04,0.158314,0.563738,0.277949
1227,2021-04-19,2176.31,0.106114,0.657253,0.236633
1228,2021-04-20,2201.84,0.063144,0.731162,0.205694
1229,2021-04-21,2353.76,0.00634,0.588174,0.405485
1230,2021-04-22,2477.56,0.0,0.527416,0.472584
1231,2021-04-23,2268.98,0.106596,0.60443,0.288973
1232,2021-04-24,2265.15,0.080121,0.592306,0.327573
1233,2021-04-25,2261.86,0.072657,0.607664,0.319679
1234,2021-04-26,2424.59,0.0,0.558807,0.441193
1235,2021-04-27,2583.4,0.0,0.44243,0.55757
1236,2021-04-28,2660.93,0.0,0.501744,0.498256
1237,2021-04-29,2735.79,0.0,0.4968,0.5032
1238,2021-04-30,2763.65,0.0,0.511933,0.488067
1239,2021-05-01,2855.79,0.0,0.452531,0.547469
1240,2021-05-02,2920.68,0.0,0.47854,0.52146
1241,2021-05-03,3203.76,0.0,0.45735,0.54265
1242,2021-05-04,3358.03,0.0,0.456144,0.543856
1243,2021-05-05,3378.67,0.0,0.509849,0.490151
1244,2021-05-06,3494.72,0.0,0.555052,0.444948
1245,2021-05-07,3476.53,0.0,0.596314,0.403686
1246,2021-05-08,3707.41,0.0,0.0,1.0
1247,2021-05-09,3856.43,0.0,0.0,1.0
1248,2021-05-10,3961.26,0.0,0.0,1.0
1249,2021-05-11,3976.4,0.0,0.0,1.0
1250,2021-05-12,4078.52,0.0,0.0,1.0
1251,2021-05-13,3795.94,0.098967,0.590462,0.31057
1252,2021-05-14,3936.33,0.0,0.0,1.0
1253,2021-05-15,3883.98,0.68569,0.203051,0.111258
1254,2021-05-20,2579.65,0.705011,0.165925,0.129064
1255,2021-05-21,2523.69,0.8103,0.119043,0.070657
1256,2021-05-22,2322.21,0.762905,0.104935,0.132159
1257,2021-05-23,2059.26,0.855765,0.093125,0.05111
1258,2021-05-24,2378.64,0.771483,0.015123,0.213394
1259,2021-05-25,2571.57,0.30533,0.538287,0.156383
1260,2021-05-26,2780.27,0.40008,0.470435,0.129485
1261,2021-05-27,2766.48,0.140673,0.681286,0.178041
1262,2021-05-28,2547.97,0.289212,0.528336,0.182452
1263,2021-05-31,2496.83,0.746761,0.004993,0.248246
1264,2021-06-01,2635.89,0.60381,0.159493,0.236696
1265,2021-06-02,2677.39,0.606747,0.078744,0.314509
1266,2021-06-03,2776.75,0.22718,0.585437,0.187383
1267,2021-06-04,2706.92,0.250486,0.582944,0.16657
1268,2021-06-05,2685.26,0.278903,0.538954,0.182143
1269,2021-06-12,2355.75,0.844945,0.086507,0.068549
1270,2021-06-13,2430.02,0.795701,0.002249,0.202049
1271,2021-06-14,2535.54,0.788412,0.010652,0.200937
1272,2021-06-15,2573.89,0.695927,0.085719,0.218354
1273,2021-06-16,2453.02,0.765555,0.020351,0.214094
1274,2021-06-17,2382.69,0.774864,0.125366,0.09977
1275,2021-06-18,2256.27,0.103694,0.648788,0.247518
1276,2021-06-19,2221.2,0.790472,0.134614,0.074914
1277,2021-06-20,2160.18,0.85727,0.063601,0.079129
1278,2021-06-21,2064.7,0.933153,0.028917,0.03793
1279,2021-06-22,1852.27,0.848572,0.077495,0.073934
1280,2021-06-23,1936.06,0.890974,0.052047,0.056979
1281,2021-06-24,1960.37,0.875811,0.04679,0.077399
1282,2021-06-25,1905.72,0.887424,0.034583,0.077993
1283,2021-06-26,1784.64,0.831478,0.098709,0.069813
1284,2021-06-27,1896.39,0.85021,0.091554,0.058236
1285,2021-06-28,2052.72,0.892215,0.053505,0.05428
1286,2021-06-29,2160.51,0.896183,0.045077,0.05874
1287,2021-06-30,2188.3,0.866663,0.045123,0.088214
1288,2021-07-01,2175.86,0.386891,0.533471,0.079638
1289,2021-07-02,2088.79,0.889494,0.029616,0.08089
1290,2021-07-03,2176.01,0.905324,0.025694,0.068983
1291,2021-07-04,2289.26,0.489813,0.454051,0.056136
1292,2021-07-05,2241.55,0.434794,0.494495,0.070711
1293,2021-07-06,2272.31,0.885947,0.044609,0.069444
1294,2021-07-07,2351.62,0.37801,0.550476,0.071514
1295,2021-07-08,2204.68,0.482885,0.462343,0.054773
1296,2021-07-09,2117.19,0.861052,0.050765,0.088182
1297,2021-07-10,2133.16,0.795183,0.137447,0.06737
1298,2021-07-11,2127.56,0.678687,0.236202,0.085112
1299,2021-07-12,2087.96,0.169425,0.191271,0.639304
1300,2021-07-13,1981.99,0.23064,0.13822,0.631141
1301,2021-07-14,1942.84,0.256573,0.092605,0.650821
1302,2021-07-15,1960.32,0.206699,0.12009,0.673211
1303,2021-07-16,1907.57,0.159941,0.142908,0.697151
1304,2021-07-17,1884.39,0.185834,0.121845,0.692322
1305,2021-07-18,1937.55,0.142588,0.114952,0.74246
