"DateTime","Number of Transactions","Price"
"2020-04-20 00:00:00",99,0.5693071428571429
"2020-04-27 00:00:00",110.85714285714286,0.6856285714285714
"2020-05-04 00:00:00",109.14285714285714,1.0549071428571428
"2020-05-11 00:00:00",111,1.650142857142857
"2020-05-18 00:00:00",124.42857142857143,1.8952857142857142
"2020-05-25 00:00:00",164.57142857142858,2.3854285714285717
"2020-06-01 00:00:00",141.57142857142858,2.4517142857142855
"2020-06-08 00:00:00",245,3.054142857142857
"2020-06-15 00:00:00",292.14285714285717,3.4367142857142854
"2020-06-22 00:00:00",140,2.6110714285714285
"2020-06-29 00:00:00",118.42857142857143,2.0573571428571427
"2020-07-06 00:00:00",132,2.152
"2020-07-13 00:00:00",137,2.0475000000000003
"2020-07-20 00:00:00",107.57142857142857,1.6949285714285713
"2020-07-27 00:00:00",109.28571428571429,1.9417857142857142
"2020-08-03 00:00:00",93.85714285714286,1.9577142857142855
"2020-08-10 00:00:00",183.71428571428572,3.541357142857142
"2020-08-17 00:00:00",143.57142857142858,3.443357142857143
"2020-08-24 00:00:00",121.42857142857143,3.201714285714286
"2020-08-31 00:00:00",82,3.0445
"2020-09-07 00:00:00",150.14285714285714,3.6629285714285715
"2020-09-14 00:00:00",116,3.5960714285714284
"2020-09-21 00:00:00",126,3.3693571428571434
"2020-09-28 00:00:00",103.85714285714286,2.9878571428571425
"2020-10-05 00:00:00",111.14285714285714,2.685785714285714
"2020-10-12 00:00:00",370,2.406142857142857
"2020-10-19 00:00:00",129.14285714285714,1.9986428571428572
"2020-10-26 00:00:00",106.71428571428571,1.7453571428571426
"2020-11-02 00:00:00",92.28571428571429,1.632714285714286
"2020-11-09 00:00:00",109,1.5664285714285717
"2020-11-16 00:00:00",138.14285714285714,1.339142857142857
"2020-11-23 00:00:00",119.42857142857143,1.2783571428571427
"2020-11-30 00:00:00",109.14285714285714,1.2995
"2020-12-07 00:00:00",105.57142857142857,1.4455000000000002
"2020-12-14 00:00:00",97.28571428571429,1.6283571428571428
"2020-12-21 00:00:00",94.85714285714286,1.5570714285714284
"2020-12-28 00:00:00",90.28571428571429,1.507785714285714
"2021-01-04 00:00:00",90.85714285714286,1.6757142857142857
"2021-01-11 00:00:00",76.14285714285714,1.5005000000000002
"2021-01-18 00:00:00",557.2857142857143,2.879857142857143
"2021-01-25 00:00:00",293.57142857142856,3.8657857142857144
"2021-02-01 00:00:00",129.57142857142858,3.4618571428571423
"2021-02-08 00:00:00",171.14285714285714,4.103642857142857
"2021-02-15 00:00:00",142.42857142857142,4.892285714285714
"2021-02-22 00:00:00",168.14285714285714,3.9278571428571425
"2021-03-01 00:00:00",154.85714285714286,4.134571428571428
"2021-03-08 00:00:00",199.71428571428572,5.369714285714286
"2021-03-15 00:00:00",1450.5714285714287,17.568428571428573
"2021-03-22 00:00:00",1016.1428571428571,23.145
"2021-03-29 00:00:00",1269.142857142857,30.275714285714287
"2021-04-05 00:00:00",854.5714285714286,32.777142857142856
"2021-04-12 00:00:00",597.7142857142857,30.693571428571428
"2021-04-19 00:00:00",582.2857142857143,28.482142857142858
"2021-04-26 00:00:00",1199.857142857143,33.00928571428572
"2021-05-03 00:00:00",720.4285714285714,32.9
"2021-05-10 00:00:00",516.5714285714286,35.505
"2021-05-17 00:00:00",400.42857142857144,22.07857142857143
"2021-05-24 00:00:00",933,25.19
"2021-05-31 00:00:00",730.5714285714286,26.882857142857144
"2021-06-07 00:00:00",777.7142857142857,26.482142857142858
"2021-06-14 00:00:00",521.7142857142857,25.499285714285712
"2021-06-21 00:00:00",972.1428571428571,23.454285714285714
"2021-06-28 00:00:00",989.4285714285714,19.229285714285712
"2021-07-05 00:00:00",401.42857142857144,16.687857142857144
"2021-07-12 00:00:00",399.85714285714283,14.209285714285713
"2021-07-19 00:00:00",343.14285714285717,12.074285714285717
"2021-07-26 00:00:00",917.7142857142857,16.369999999999997
"2021-08-02 00:00:00",330.7142857142857,17.332857142857144
"2021-08-09 00:00:00",322.2857142857143,19.347857142857144
"2021-08-16 00:00:00",458.42857142857144,20.807142857142853
"2021-08-23 00:00:00",218,20.284285714285716
"2021-08-30 00:00:00",179.14285714285714,20.797142857142855
"2021-09-06 00:00:00",368.7142857142857,19.118571428571425
"2021-09-13 00:00:00",227,18.60357142857143
"2021-09-20 00:00:00",371.85714285714283,17.65857142857143
"2021-09-27 00:00:00",197.42857142857142,17.27
"2021-10-04 00:00:00",152,17.957857142857144
"2021-10-11 00:00:00",346.57142857142856,20.826428571428572
"2021-10-18 00:00:00",574.4285714285714,27.355
"2021-10-25 00:00:00",244,25.660714285714285
"2021-11-01 00:00:00",436.42857142857144,32.30285714285714
"2021-11-08 00:00:00",1911,65.14714285714285
"2021-11-15 00:00:00",784.4285714285714,56.98857142857143
"2021-11-22 00:00:00",710.8571428571429,54.56999999999999
"2021-11-29 00:00:00",506.85714285714283,50.80642857142857
"2021-12-06 00:00:00",407.42857142857144,39.440714285714286
"2021-12-13 00:00:00",378.2857142857143,35.52214285714285
"2021-12-20 00:00:00",414.57142857142856,41.019285714285715
"2021-12-27 00:00:00",714,42.00642857142858
"2022-01-03 00:00:00",1664.7142857142858,40.86857142857143
"2022-01-10 00:00:00",198,36.21
"2022-01-17 00:00:00",220.42857142857142,30.034999999999997
"2022-01-24 00:00:00",185,24.74642857142857
"2022-01-31 00:00:00",195,27.766428571428573
"2022-02-07 00:00:00",279,31.115714285714283
"2022-02-14 00:00:00",179.57142857142858,26.302857142857142
"2022-02-21 00:00:00",208.85714285714286,23.50714285714286
"2022-02-28 00:00:00",193.85714285714286,24.92428571428571
"2022-03-07 00:00:00",15687.714285714286,23.351428571428574
"2022-03-14 00:00:00",223.14285714285714,24.58214285714286
"2022-03-21 00:00:00",232.85714285714286,27.833571428571428
"2022-03-28 00:00:00",208.71428571428572,29.33142857142857
"2022-04-04 00:00:00",221.42857142857142,25.720000000000002
"2022-04-11 00:00:00",143.28571428571428,23.442142857142862
"2022-04-18 00:00:00",256.85714285714283,25.047142857142855
"2022-04-25 00:00:00",200.85714285714286,24.185000000000002
"2022-05-02 00:00:00",162.42857142857142,22.196428571428566
"2022-05-09 00:00:00",605.4285714285714,15.878571428571428
"2022-05-16 00:00:00",1188,14.83
"2022-05-23 00:00:00",368.57142857142856,13.072857142857142
"2022-05-30 00:00:00",307.85714285714283,12.459999999999999
"2022-06-06 00:00:00",205.28571428571428,11.707928571428571
"2022-06-13 00:00:00",352.85714285714283,7.7235000000000005
"2022-06-20 00:00:00",245.57142857142858,8.802071428571429
"2022-06-27 00:00:00",657.7142857142857,9.10907142857143
"2022-07-04 00:00:00",395.14285714285717,8.793785714285713
"2022-07-11 00:00:00",151.71428571428572,8.359642857142857
"2022-07-18 00:00:00",201,9.275857142857143
"2022-07-25 00:00:00",462.7142857142857,10.819500000000001
"2022-08-01 00:00:00",739.8571428571429,11.540714285714285
"2022-08-08 00:00:00",301.14285714285717,12.086428571428572
"2022-08-15 00:00:00",227.85714285714286,11.147785714285714
"2022-08-22 00:00:00",227,10.569785714285716
"2022-08-29 00:00:00",245.57142857142858,10.141214285714286
"2022-09-05 00:00:00",200.42857142857142,10.477571428571427
"2022-09-12 00:00:00",225.14285714285714,9.820785714285714
"2022-09-19 00:00:00",276.2857142857143,9.182285714285713
"2022-09-26 00:00:00",149.85714285714286,8.996857142857142
"2022-10-03 00:00:00",368,9.23492857142857
"2022-10-10 00:00:00",211.57142857142858,8.740214285714286
"2022-10-17 00:00:00",165.28571428571428,8.716642857142856
"2022-10-24 00:00:00",165.85714285714286,9.19157142857143
"2022-10-31 00:00:00",236.85714285714286,9.9745
"2022-11-07 00:00:00",391,8.182214285714286
"2022-11-14 00:00:00",580.5714285714286,7.134571428571428
"2022-11-21 00:00:00",252.85714285714286,7.276785714285714
"2022-11-28 00:00:00",149,7.480214285714287
"2022-12-05 00:00:00",153.42857142857142,7.382071428571429
"2022-12-12 00:00:00",241.42857142857142,6.3523571428571435
"2022-12-19 00:00:00",5297.428571428572,5.575714285714286
"2022-12-26 00:00:00",205.71428571428572,4.8250714285714285
"2023-01-02 00:00:00",148.28571428571428,4.6062142857142865
"2023-01-09 00:00:00",180.42857142857142,5.310071428571428
"2023-01-16 00:00:00",221.85714285714286,6.072214285714286
"2023-01-23 00:00:00",364.57142857142856,7.2578505397696915
"2023-01-30 00:00:00",187.57142857142858,7.86743139203508
"2023-02-06 00:00:00",314.14285714285717,9.595983054893898
"2023-02-13 00:00:00",312.7142857142857,9.077711317861212
"2023-02-20 00:00:00",163.14285714285714,8.134971320174921
"2023-02-27 00:00:00",578.5714285714286,6.7734454730533065
"2023-03-06 00:00:00",173.42857142857142,5.610034513132976
"2023-03-13 00:00:00",196.57142857142858,6.011071470194309
"2023-03-20 00:00:00",480,6.7278208272003885
"2023-03-27 00:00:00",370.57142857142856,6.776195231701654
"2023-04-03 00:00:00",218.85714285714286,6.975165661709702
"2023-04-10 00:00:00",294.7142857142857,6.689645389939323
"2023-04-17 00:00:00",111.85714285714286,5.946469429369995
"2023-04-24 00:00:00",86.14285714285714,5.646211208686021
"2023-05-01 00:00:00",10126.714285714286,5.377704173519207
"2023-05-08 00:00:00",79.85714285714286,4.690518369668959
"2023-05-15 00:00:00",69.71428571428571,4.880345131806245
"2023-05-22 00:00:00",74.85714285714286,5.00450067764911
"2023-05-29 00:00:00",83.57142857142857,5.0987310690970515
"2023-06-05 00:00:00",867,4.461713866879903
"2023-06-12 00:00:00",161.57142857142858,3.890662028758372
"2023-06-19 00:00:00",117.71428571428571,4.242005815799598
"2023-06-26 00:00:00",156.14285714285714,4.472927382669819
"2023-07-03 00:00:00",95.71428571428571,4.5049145689658285
"2023-07-10 00:00:00",100.14285714285714,4.498011782641578
"2023-07-17 00:00:00",120.57142857142857,4.141960004017318
"2023-07-24 00:00:00",69,4.096103683202138
"2023-07-31 00:00:00",77.14285714285714,3.9863771460536617
"2023-08-07 00:00:00",1684.7142857142858,5.888630207795673
"2023-08-14 00:00:00",1852.5714285714287,6.615244961970488
"2023-08-21 00:00:00",1916.857142857143,6.657403120675736
"2023-08-28 00:00:00",1652.2857142857142,7.078958689006609
"2023-09-04 00:00:00",1912.2857142857142,6.983131763336867
"2023-09-11 00:00:00",505.14285714285717,5.959889078403144
"2023-09-18 00:00:00",353,5.697588960044452
"2023-09-25 00:00:00",332.7142857142857,5.6730032978740095
"2023-10-02 00:00:00",229.42857142857142,6.032650077926021
"2023-10-09 00:00:00",108,5.729579666567034
"2023-10-16 00:00:00",122.14285714285714,5.632620303983423
"2023-10-23 00:00:00",144.14285714285714,6.250216448174463
"2023-10-30 00:00:00",134.28571428571428,6.505527896838227
"2023-11-06 00:00:00",186.42857142857142,6.789975129464203
"2023-11-13 00:00:00",180,7.074006245060616
"2023-11-20 00:00:00",153.28571428571428,6.530855049466112
"2023-11-27 00:00:00",114.28571428571429,6.378211237264254
"2023-12-04 00:00:00",157,6.774524529243824
"2023-12-11 00:00:00",164,6.387071163222917
