name;open;high;low;close;volume;marketCap;timestamp
"2781";2366.3211064909;2368.2434693174;2340.9204219967;2364.1227351155;16418920483.02;284214920731.26;"2023-12-08T12:00:00.000Z"
"2781";2364.6562689379;2375.3410342027;2343.2406807699;2351.5454177138;14051145217.56;282702875178.28;"2023-12-08T15:00:00.000Z"
"2781";2351.255550827;2368.1671135904;2346.2038175761;2368.1531507919;13266388599.95;284699457449.67;"2023-12-08T18:00:00.000Z"
"2781";2366.7470177776;2376.2816223064;2354.7044437811;2358.7319393053;12543458699.27;283566839063.97;"2023-12-08T21:00:00.000Z"
"2781";2358.6860098396;2366.7779422634;2350.6635944959;2353.5448953985;11998885949.49;282938172224.47;"2023-12-09T00:00:00.000Z"
"2781";2353.3699979666;2372.3168573285;2353.3699979666;2367.8908922118;11387122203.32;284662817513.8;"2023-12-09T03:00:00.000Z"
"2781";2367.8377108395;2401.7604258408;2361.3840092399;2361.3840092399;11938117728.96;283880573852.96;"2023-12-09T06:00:00.000Z"
"2781";2362.855529166;2374.2345836226;2351.2114841095;2357.0546195139;12364910399.6;283360103808.67;"2023-12-09T09:00:00.000Z"
"2781";2357.1042315316;2369.3149281388;2340.0555383541;2350.9533302146;11519491848.79;282626619758.33;"2023-12-09T12:00:00.000Z"
"2781";2352.6274331399;2367.1438691678;2345.6578930411;2350.9965131157;11031939854.71;282631811115.04;"2023-12-09T15:00:00.000Z"
"2781";2350.425823178;2361.6892613596;2347.6799657979;2354.2051319506;10879169443.11;283017544461.49;"2023-12-09T18:00:00.000Z"
"2781";2353.8005071176;2362.9613353082;2331.666003415;2341.1752332393;10613312822.78;281451117692.72;"2023-12-09T21:00:00.000Z"
"2781";2341.4401694091;2355.0422555705;2341.3224876319;2345.613367016;10479624547.26;281981529516.76;"2023-12-10T00:00:00.000Z"
"2781";2345.7040490618;2358.4142289635;2345.7040490618;2357.4800112679;10194695121.35;283408096462.28;"2023-12-10T03:00:00.000Z"
"2781";2357.4211767696;2357.4211767696;2342.2430998563;2344.9335837407;8883770157.85;281899808321.61;"2023-12-10T06:00:00.000Z"
"2781";2344.4496974508;2345.6900876048;2323.4057080289;2338.2730826449;8199934464.06;281099105907.16;"2023-12-10T09:00:00.000Z"
"2781";2338.5193825637;2351.5449152775;2338.1378932898;2348.4571842274;7739438105.28;282323403390.02;"2023-12-10T12:00:00.000Z"
"2781";2346.9754622378;2355.6593053383;2341.2832634599;2345.2653660939;7294721853.35;281939694049.04;"2023-12-10T15:00:00.000Z"
"2781";2345.422652346;2376.749858217;2345.422652346;2376.2103268371;7443088874.55;285659790243.88;"2023-12-10T18:00:00.000Z"
"2781";2376.2295647021;2376.2295647021;2346.0766052264;2352.4627556082;7369608904.74;282804939332.99;"2023-12-10T21:00:00.000Z"
"2781";2352.4966779452;2354.9140095655;2171.5966612461;2229.8225733108;10445033869;268061560619.89;"2023-12-11T00:00:00.000Z"
