name;open;high;low;close;volume;marketCap;timestamp
"2781";188.60007244;422.95400584;187.62104323;282.68518706;373957324.67;425324457.55;"2021-08-01T00:00:00.000Z"
"2781";281.9025507;342.52687961;228.2459449666;249.785680014;282517367.77;375824286.94;"2021-09-01T00:00:00.000Z"
"2781";249.7973132198;477.0285161534;248.6810039508;449.5429987083;326436917.07;676376551.8;"2021-10-01T00:00:00.000Z"
"2781";449.5220971908;1088.8656450619;377.1125478896;465.5307852324;330426956.07;700431567.57;"2021-11-01T00:00:00.000Z"
"2781";465.1633623425;591.8016393328;349.2431153262;532.1179346052;315731313.68;992414315.23;"2021-12-01T00:00:00.000Z"
"2781";532.5128490811;538.2376726226;225.1920151593;284.4277944415;233833212.23;530465516.19;"2022-01-01T00:00:00.000Z"
"2781";284.6950351908;388.1666161269;275.2177825191;348.6620906501;232536856.85;650264212.94;"2022-02-01T00:00:00.000Z"
"2781";348.5967223361;555.9725758894;281.0466719144;421.4204513007;445266730.97;785960520.03;"2022-03-01T00:00:00.000Z"
"2781";421.4565288288;439.4595603152;309.2904232438;309.3843880999;236511742.02;597338647.79;"2022-04-01T00:00:00.000Z"
"2781";309.4602871765;320.2782577937;183.5676260968;204.9873578228;212284859.61;528782928.4;"2022-05-01T00:00:00.000Z"
"2781";204.9294934918;205.4616462361;96.5757156935;109.3217403652;240104654.01;282005049.59;"2022-06-01T00:00:00.000Z"
"2781";109.4611553214;169.110723123;103.2782871894;160.7923797607;184448328.53;414778093.33;"2022-07-01T00:00:00.000Z"
"2781";160.6828451667;199.5958994357;147.0114748209;155.1714949978;205089083.27;400278526.44;"2022-08-01T00:00:00.000Z"
"2781";155.1889245457;174.2935982627;116.7023761871;119.9968331468;153456172.74;309542390.83;"2022-09-01T00:00:00.000Z"
"2781";119.9705929709;132.9879712762;103.6327538053;127.0966555677;135771006;327857007.55;"2022-10-01T00:00:00.000Z"
"2781";127.0743605118;128.4069027678;77.14470746;91.6066777643;133783304.25;236307486.69;"2022-11-01T00:00:00.000Z"
"2781";91.6260710938;98.2423520306;82.7697059374;83.1569814961;108093062;215342321.4;"2022-12-01T00:00:00.000Z"
"2781";83.1710074309;115.8968128948;82.5879984569;113.8699719882;110237539.01;294876313.03;"2023-01-01T00:00:00.000Z"
"2781";113.8687973782;122.4095663068;103.8191316213;106.0373338274;115185831.29;274593007.24;"2023-02-01T00:00:00.000Z"
"2781";106.0545078934;116.5435949684;92.144107726;113.7867969137;157429699.09;294660923.85;"2023-03-01T00:00:00.000Z"
"2781";113.769830285;124.2163666021;104.5364472347;108.3347129505;98554391.19;280542272.65;"2023-04-01T00:00:00.000Z"
"2781";108.3177024848;120.1008796222;103.8826632797;115.3361030306;70576735.65;298672988.38;"2023-05-01T00:00:00.000Z"
"2781";115.2874491002;118.087708554;102.1834678941;117.9150467864;56796316;305351390.18;"2023-06-01T00:00:00.000Z"
"2781";117.9267432335;122.924853737;112.673910665;114.549172899;76599527.37;296635163.55;"2023-07-01T00:00:00.000Z"
"2781";114.5512055519;114.7161843551;97.9402677388;101.2726772902;159447056.81;262254509.84;"2023-08-01T00:00:00.000Z"
"2781";101.2732879083;102.9432248357;95.9341012539;102.2202117683;339971761.11;264708233.76;"2023-09-01T00:00:00.000Z"
"2781";102.2458209816;110.6735548834;91.9661685884;108.5313280885;245159729.1;281051424.85;"2023-10-01T00:00:00.000Z"
"2781";108.5035498504;209.309879689;105.750920048;190.0312798208;409213855.13;492102721.85;"2023-11-01T00:00:00.000Z"
