name;open;high;low;close;volume;marketCap;timestamp
"2781";258.9429931641;388.6220092773;168.4299926758;334.6719970703;39888300;369675344.48;"2017-06-01T00:00:00.000Z"
"2781";332.0429992676;358.0109863281;143.2769927979;192.0659942627;598546;212154182.94;"2017-07-01T00:00:00.000Z"
"2781";192.0890045166;231.9479980469;148.5749969482;177.1600036621;1449230;195689164.4;"2017-08-01T00:00:00.000Z"
"2781";176.6459960938;190.845993042;81.0451965332;143.5870056152;727302;158604764.33;"2017-09-01T00:00:00.000Z"
"2781";143.6519927979;144.7070007324;67.8889007568;69.4580001831;332664;76722612.22;"2017-10-01T00:00:00.000Z"
"2781";69.866897583;141.0299987793;50.9429016113;102.5100021362;1588660;113231520.9;"2017-11-01T00:00:00.000Z"
"2781";101.841003418;241.2579956055;94.157699585;210.2189941406;2445030;232205805.21;"2017-12-01T00:00:00.000Z"
"2781";210.0019989014;461.1740112305;153.3049926758;202.1280059814;1306540;223268567.52;"2018-01-01T00:00:00.000Z"
"2781";202.6190032959;207.7980041504;95.6099014282;131.699005127;379829;145473398.41;"2018-02-01T00:00:00.000Z"
"2781";132.8430023193;171.4360046387;52.779499054;58.0670013428;340200;64140227.53;"2018-03-01T00:00:00.000Z"
"2781";57.6882019043;116.3050003052;53.1755981445;115.7580032349;1985850;127865129.22;"2018-04-01T00:00:00.000Z"
"2781";115.4589996338;122.2949981689;62.3774986267;71.9943008423;579808;79524183.84;"2018-05-01T00:00:00.000Z"
"2781";72.1213989258;74.3376998901;39.2248001099;43.7644996643;1088100;48341829.06;"2018-06-01T00:00:00.000Z"
"2781";43.7729988098;67.3352966309;39.4607009888;49.5597;1333070;54743149.02;"2018-07-01T00:00:00.000Z"
"2781";49.4611;52.1626;28.8954;34.1703;866881;37744171.68;"2018-08-01T00:00:00.000Z"
"2781";34.1758;37.8037;24.0157;25.8172;854164;28517420.95;"2018-09-01T00:00:00.000Z"
"2781";25.8032;28.4724;18.821;19.1919;215625;21199180.82;"2018-10-01T00:00:00.000Z"
"2781";19.1888;21.0801;9.88809;12.1183157008;526863.69;13385770.34;"2018-11-01T00:00:00.000Z"
"2781";12.2505566493;15.3896640561;8.6941677994;10.6775912164;102241.29;11794360.48;"2018-12-01T00:00:00.000Z"
"2781";10.6819717737;12.9732729384;10.3840705676;11.4258808907;44838.49;12620913.77;"2019-01-01T00:00:00.000Z"
"2781";11.425531307;15.3431829197;8.7908769983;12.8932948627;18606.91;14241804.57;"2019-02-01T00:00:00.000Z"
"2781";12.9076516276;16.5347509559;12.0308783812;15.364641281;137679.86;16971629.11;"2019-03-01T00:00:00.000Z"
"2781";15.3585605276;20.8148805736;14.2116900694;15.0070034018;44091.98;16576585.89;"2019-04-01T00:00:00.000Z"
"2781";15.0151448469;31.1742998138;14.505508178;25.6899228549;192467.57;28376831.89;"2019-05-01T00:00:00.000Z"
"2781";25.7027394751;26.9745190601;20.5282208335;22.3704790792;98604.12;24710207.49;"2019-06-01T00:00:00.000Z"
"2781";22.3704790792;24.7834601672;15.3465975539;17.1259164281;57408.74;18917116.03;"2019-07-01T00:00:00.000Z"
"2781";17.130991606;21.0020583631;13.4614906835;14.2964086634;12786.72;15791670.05;"2019-08-01T00:00:00.000Z"
"2781";14.2979369001;17.6616398978;12.7988570957;14.4708450403;34081.41;15984350.72;"2019-09-01T00:00:00.000Z"
"2781";14.4716756538;17.2841441454;13.9929087781;15.9060816849;66501.16;17569698.77;"2019-10-01T00:00:00.000Z"
"2781";15.9044484651;23.2019042549;13.032107064;14.1631943632;42624.16;15644522.86;"2019-11-01T00:00:00.000Z"
"2781";14.1636720209;14.1636720209;10.9512570446;11.2817625315;24234.15;12461722.07;"2019-12-01T00:00:00.000Z"
"2781";11.2817625315;14.0120958741;10.6368859438;13.6610238363;37537.25;15089830.32;"2020-01-01T00:00:00.000Z"
"2781";13.6478119505;22.2792243094;13.4274563501;15.7899621437;189955.55;17441434.28;"2020-02-01T00:00:00.000Z"
"2781";15.7899621437;17.8237025145;7.0502779599;10.0110328522;12144.18;11058086.78;"2020-03-01T00:00:00.000Z"
"2781";10.0110328522;20.5876548853;9.7636751575;18.647789142;99133.61;20598161.41;"2020-04-01T00:00:00.000Z"
"2781";18.647789142;24.8365963196;17.628048358;23.810040186;104646.41;26300332.29;"2020-05-01T00:00:00.000Z"
"2781";23.8093291376;33.0281587854;22.5069207003;24.203289838;61464.71;26734711.92;"2020-06-01T00:00:00.000Z"
"2781";24.375563636;33.759327669;23.7162034107;30.807432212;265799.2;34029581.55;"2020-07-01T00:00:00.000Z"
"2781";30.04426894;239.1297306;0.34262041;39.95162169;14405281.02;44130161.81;"2020-08-01T00:00:00.000Z"
"2781";39.91346467;72.77947215;29.08950538;43.27115059;385477826.96;47796880.24;"2020-09-01T00:00:00.000Z"
"2781";43.27008476;62.87795508;37.5613774;41.1191792;24121615.2;45419834.16;"2020-10-01T00:00:00.000Z"
"2781";41.11847821;74.6658587;39.1071972;65.85975057;16729082.47;72748021.89;"2020-11-01T00:00:00.000Z"
"2781";65.85886346;78.11781132;55.90664657;75.50075306;6474638.42;113597602.56;"2020-12-01T00:00:00.000Z"
"2781";75.49560466;125.48547751;69.65134206;110.5318464;34260776.56;166305000.24;"2021-01-01T00:00:00.000Z"
"2781";110.51194136;167.33802649;107.99690163;120.80423815;47731641.08;181760486.27;"2021-02-01T00:00:00.000Z"
"2781";120.80601638;159.75273952;120.80601638;158.61846615;36191086.58;238655282.13;"2021-03-01T00:00:00.000Z"
"2781";158.51210451;223.66311736;158.32126553;220.30285178;53208181.56;331464806.85;"2021-04-01T00:00:00.000Z"
"2781";220.27593472;298.64905119;119.54759571;185.55332711;96052816.98;279181123.78;"2021-05-01T00:00:00.000Z"
"2781";185.64075401;195.82869938;130.29928673;183.14178779;51076832.37;275552753.07;"2021-06-01T00:00:00.000Z"
"2781";183.17750349;192.83449562;157.44056833;188.67836007;125398835.7;283883007.75;"2021-07-01T00:00:00.000Z"
