Adj Close,upper_shadow,lower_shadow,open2close,high2low,high2mean,low2mean,high2median,low2median,Price,Market_cap,Supply,BlockSize,BlockDifficulty,Hash_count,Growth Value
155.6386,1.0333227,1.0,1.0084307,1.0420344,1.0290515,0.9875409,1.0376602,0.99580234,156.23,16281.616159972187,104215683.03125,17351,2637.334,185468.098,511189
157.7462,1.0103029,1.0244488,1.0124642,1.047904,1.0199646,0.97333777,1.0165602,0.9700891,158.61,16532.4734920275,104233487.75,15855,2696.38,187186.1718,487372
151.69922,1.0040615,1.0036287,0.9612807,1.0482942,1.0237305,0.97656804,1.0238835,0.9767139,152.09,15855.61510264375,104251529.375,18204,2701.574,190298.3768,550964
150.35963,1.0109117,1.0113682,0.9894194,1.0333372,1.0163418,0.9835528,1.0162883,0.983501,151.1,15755.092330196876,104269307.28125,17916,2668.628,184981.6534,553367
150.80312,1.0186942,1.001772,1.0016501,1.0221832,1.0152339,0.9932015,1.0195339,0.9974082,151.17,15765.115643031562,104287329.78125,17865,2703.895,190211.5117,558847
128.62518,1.0086498,1.0165638,0.85270613,1.2024739,1.0903827,0.9067828,1.0888395,0.90549946,127.96,13346.89039693625,104305176.59375,19150,2674.363,186276.7852,582839
127.548325,1.0184015,1.018391,0.99792165,1.039291,1.019364,0.9808263,1.0194609,0.98091966,127.16,13265.7093976825,104322974.1875,18683,2692.033,186790.9227,541838
125.96653,1.0089238,1.0041434,0.98775524,1.0256633,1.0139024,0.9885335,1.0151389,0.989739,125.83,13129.187127385623,104340674.9375,15918,2624.801,181093.0092,452707
116.897804,1.0028644,1.0069934,0.92844397,1.08771,1.0410435,0.9570965,1.0400763,0.9562073,116.56,12164.0419164425,104358630.03125,15798,2608.14,182569.7794,481347
129.06873,1.0138532,1.0000986,1.1033486,1.1187438,1.0598431,0.947351,1.0636691,0.950771,129.74,13541.82513575125,104376638.9375,18452,2633.341,184943.4647,577239
122.032715,1.012161,1.0143061,0.9447254,1.0867085,1.041241,0.9581604,1.0409296,0.9578737,121.22,12654.708483649376,104394559.34375,18074,2702.084,188708.0399,539896
123.547066,1.0289054,1.0030289,1.0142667,1.0467454,1.0294727,0.9834986,1.036193,0.9899188,123.12,12855.2255277975,104412163.15625,18008,2621.049,179529.688,507687
123.74192,1.0042734,1.0228156,1.0013626,1.0285861,1.0095037,0.98144794,1.0049572,0.9770277,123.72,12920.06350480125,104429869.90625,17900,2580.831,177700.9741,517082
121.01026,1.0015125,1.0063901,0.9786147,1.0299379,1.0135412,0.9840799,1.0123371,0.9829108,120.57,12593.2543662,104447660.0,17751,2571.663,177754.3264,538899
124.51902,1.0111245,1.0037421,1.0238836,1.0391479,1.0211238,0.9826549,1.0230566,0.984515,124.85,13042.538844878123,104465669.5625,17863,2637.07,184503.3671,539125
119.47483,1.0035143,1.006508,0.95861775,1.0536474,1.0254194,0.9732093,1.0247167,0.97254246,118.41,12371.883394037812,104483433.78125,17832,2673.566,184550.3414,537705
117.15785,1.0006602,1.0086125,0.9792822,1.0306308,1.0131055,0.98299557,1.0111344,0.98108304,116.72,12197.1903830575,104499574.90625,21357,2840.844,178144.598,582751
118.74755,1.0077205,1.0212256,1.0139765,1.0434933,1.0179882,0.97555804,1.0147139,0.9724201,119.12,12449.905381975,104515659.6875,22711,2878.752,180021.9752,605558
117.45261,1.0059723,1.0092455,0.98937607,1.0261749,1.0121309,0.9863141,1.0113444,0.9855478,117.57,12289.759126555313,104531420.65625,20710,2752.835,168483.6724,533819
117.362885,1.0048468,1.0116897,0.9991495,1.0174586,1.0069612,0.9896828,1.0052743,0.98802483,117.7,12305.24057345,104547498.5,19842,2805.105,175286.5866,520130
116.37834,1.0017691,1.0047327,0.9896542,1.0170321,1.0077106,0.99083453,1.0069782,0.99011433,115.92,12121.0100305875,104563578.59375,18310,2812.524,175620.0016,504903
116.48874,1.0136955,1.003388,1.00099,1.018137,1.0115854,0.993565,1.0141971,0.9961303,116.33,12165.74290493125,104579583.125,17422,2749.134,170993.5618,464380
113.40529,1.0015029,1.0,0.97334975,1.0289239,1.0146419,0.98611945,1.0150282,0.98649496,112.27,11742.928848914376,104595429.3125,18274,2739.501,168650.5178,488814
106.58997,1.0035573,1.0314846,0.9408991,1.1001754,1.0408629,0.94608825,1.034116,0.9399556,106.36,11126.40958388375,104610846.03125,21577,2605.259,155983.8223,568564
105.59821,1.0041587,1.015375,0.98947036,1.0304478,1.012227,0.9823175,1.0094734,0.9796453,104.75,10959.605952859376,104626309.8125,22103,2443.768,146880.6219,566026
108.90754,1.0050083,1.0053738,1.0332078,1.0439624,1.0214655,0.9784506,1.0214227,0.9784095,109.04,11410.148980045,104641865.1875,21568,2404.537,145301.9116,555347
107.06101,1.0143028,1.0050285,0.9831061,1.0369209,1.020529,0.9841918,1.0229436,0.9865204,106.89,11186.84216582625,104657518.625,20803,2465.758,150028.8135,517057
107.60979,1.0095617,1.0200024,1.0043128,1.0341964,1.014266,0.9807286,1.0117339,0.9782803,107.03,11203.131847672188,104672819.28125,20373,2408.028,143116.014,498856
110.43026,1.002025,1.006579,1.0275793,1.0364342,1.0167717,0.9810286,1.0156546,0.97995085,111.0,11620.41583059375,104688430.90625,17499,2358.91,143036.2313,450314
107.49267,1.0030503,1.0087148,0.9728696,1.0400076,1.0182259,0.97905624,1.016844,0.9777276,107.21,11225.279070320312,104703657.03125,16597,2354.61,139150.9121,424378
107.8216,1.0081564,1.0052154,1.001819,1.0152578,1.0083213,0.9931677,1.0090725,0.99390763,106.9,11194.466628734375,104719051.71875,16326,2361.903,141058.0782,416394
107.44352,1.0047072,1.0049913,0.9982844,1.0114572,1.0056329,0.9942416,1.0055697,0.9941792,106.93,11199.256930565,104734470.5,16601,2363.999,141593.6815,414815
104.91929,1.0,1.0192814,0.97536457,1.0450261,1.0172219,0.97339386,1.0124713,0.9688479,104.5,10946.351262171876,104749772.84375,17023,2348.84,139435.1741,429065
104.5353,1.0116668,1.0012084,0.99713385,1.0158007,1.0104717,0.99475384,1.0131187,0.9973597,104.3,10927.007384190623,104765171.46875,17432,2334.071,139449.921,428676
119.267746,1.0045115,1.0043248,1.1397362,1.1498293,1.0699024,0.93048805,1.0701114,0.9306698,119.49,12520.2390021975,104780642.75,18982,2371.717,142467.7242,471952
119.430885,1.0105404,1.0102856,1.0018183,1.0227909,1.0113627,0.98882645,1.0114583,0.98892,119.46,12518.92894300125,104795989.8125,17138,2370.09,141162.9802,417129
124.80649,1.0003777,1.0196676,1.045202,1.0661612,1.0272323,0.9634869,1.0224875,0.9590365,125.58,13161.959448421876,104809360.15625,18598,2799.616,145132.8832,381151
121.29839,1.0,1.0082006,0.9713854,1.0378997,1.0165521,0.97943187,1.0145149,0.97746915,120.76,12658.36404335,104822491.25,20700,2790.454,142235.6399,429007
122.57229,1.00731,1.0131986,1.0115013,1.0323435,1.01449,0.9827059,1.0130696,0.98133004,122.63,12856.020902482189,104835855.03125,20824,2845.497,147544.2715,438111
122.553604,1.0244553,1.0076619,1.000076,1.0323832,1.020196,0.98819506,1.0244943,0.99235857,122.31,12824.070491697188,104848912.53125,23368,2813.683,142540.4061,491354
121.390205,1.0166235,1.0004559,0.99161243,1.0256901,1.0167769,0.9913101,1.020905,0.9953348,120.85,12672.57189936875,104861993.375,23305,2763.886,140337.5751,474782
122.10039,1.0127742,1.0006738,1.0053246,1.0188528,1.0123916,0.9936583,1.0154634,0.9966732,122.02,12796.854497084376,104875057.34375,22751,2758.556,139939.2522,468599
123.260216,1.0070956,1.0008271,1.0070571,1.0150415,1.0090481,0.9940954,1.0106366,0.99566036,123.26,12928.53664202875,104888338.8125,21513,2791.493,144000.9622,454309
133.59888,1.0064464,1.0007349,1.0845642,1.0923579,1.0457053,0.95729184,1.0472747,0.9587285,134.28,14086.15034482125,104901328.15625,22199,2787.184,140520.5263,447945
146.09837,1.0108708,1.0002302,1.0982152,1.1104093,1.0552444,0.95032024,1.0581887,0.95297176,146.53,15373.140138621877,104914625.9375,24106,2800.544,144791.9973,512455
145.34619,1.0241201,1.0015002,0.99280983,1.0330845,1.0220115,0.9892816,1.0278152,0.9948994,144.4,15151.6261099625,104928158.65625,24581,2931.316,154063.7497,533602
149.55434,1.0,1.0187408,1.030182,1.0494885,1.0194856,0.9714119,1.0148667,0.96701074,149.23,15660.43136782625,104941575.875,24759,2934.33,152931.5965,530268
146.13084,1.0,1.0108397,0.97843033,1.0331239,1.0135901,0.9810925,1.0109024,0.978491,146.36,15361.2014417275,104954915.5625,25217,2935.973,152031.7369,544817
149.09245,1.0011816,1.0059688,1.0206691,1.0279745,1.012607,0.98505074,1.0114225,0.98389846,149.04,15644.46166443,104968207.625,24969,2909.985,150079.7621,530839
158.79543,1.0020809,1.009133,1.0680592,1.0800565,1.0367706,0.9599225,1.0350591,0.9583379,159.48,16742.50696801125,104981859.59375,21843,3019.639,159998.9286,476225
135.85266,1.0418321,1.0,0.85494405,1.2185968,1.1107781,0.91152215,1.1233029,0.9218004,133.42,14008.461952205,104995217.75,24399,3010.99,156160.2762,540201
139.82286,1.0193295,1.0001172,1.0319052,1.0519747,1.0303079,0.9794036,1.0353352,0.98418254,139.02,14598.294099256877,105008589.40625,26690,2966.1,154106.7468,573756
138.08968,1.0023656,1.0110563,0.9888546,1.0248708,1.0101281,0.9856152,1.0079829,0.98352194,137.12,14400.63174034,105022110.125,26269,2978.234,156426.1998,553925
136.12596,1.0239562,1.0343689,0.9862087,1.0739597,1.0333585,0.96219486,1.0310661,0.9600603,135.94,14278.54239520625,105035621.5625,25340,2974.809,156143.051,539516
136.74625,1.0153635,1.0046108,1.0033985,1.0235118,1.0143452,0.99104404,1.0170859,0.9937218,136.29,14317.070478407812,105048576.40625,25117,2927.453,157689.3983,541458
136.44362,1.0157782,1.0000647,0.9971307,1.0187671,1.0132514,0.9945859,1.0172375,0.9984986,136.15,14304.115877154689,105061446.03125,18943,2036.275,153097.6788,547622
134.20695,1.0061219,1.0133692,0.9842822,1.0358543,1.0158484,0.9806866,1.0140915,0.9789905,133.81,14060.096810232812,105075082.65625,16459,1923.253,153058.8872,526912
132.24942,1.0078878,1.0070096,0.98117983,1.0344207,1.0171906,0.98334324,1.0174623,0.98360586,131.21,13788.685682298435,105088679.84375,15337,1909.053,151531.1136,492382
127.774124,1.0043225,1.0189104,0.96682936,1.0584233,1.0248091,0.9682413,1.0212605,0.9648885,126.43,13288.086803565311,105102323.84375,19803,1887.288,150458.7982,620211
137.82239,1.0029573,1.0083454,1.0784819,1.0906984,1.0421035,0.9554461,1.0408282,0.9542769,137.93,14498.660461817188,105116076.71875,18740,1902.401,152786.6159,598085
138.78935,1.0084983,1.0133153,1.0060208,1.0280795,1.0126839,0.9850249,1.0115252,0.9838978,138.49,14559.404194152812,105129642.53125,17726,1911.665,151340.1074,578932
138.0345,1.0137863,1.0055463,0.9934658,1.026114,1.0149946,0.98916364,1.0171093,0.99122447,137.65,14472.977245226562,105143314.53125,17116,1904.525,151877.0796,572685
135.12708,1.0085875,1.0117506,0.97697747,1.0444857,1.0210453,0.977558,1.0203328,0.9768758,134.42,14135.195274110623,105156935.53125,18800,1929.4,153458.7686,562361
137.96533,1.008365,1.0015625,1.0228174,1.0329847,1.017979,0.98547345,1.0197394,0.98717755,138.24,14538.76522416,105170466.03125,17547,1883.192,148650.1467,555854
136.75868,1.0006499,1.007908,0.98971045,1.0190486,1.0076263,0.9887912,1.0058247,0.9870233,136.36,14342.93260108625,105184310.65625,15045,1884.252,152288.5413,484038
133.83403,1.003682,1.0054938,0.9779648,1.0319349,1.0152897,0.98387,1.0148634,0.9834568,133.54,14048.117546326876,105197824.96875,17059,1883.358,148706.84,536412
134.44289,1.0061779,1.0234351,1.0032089,1.0330623,1.0120083,0.9796198,1.0077897,0.9755363,134.37,14137.267134473435,105211484.21875,17676,1853.561,147963.0717,564306
133.26308,1.0,1.004094,0.9899809,1.0142559,1.0060551,0.99191445,1.0050348,0.99090844,132.93,13987.568825114062,105225072.03125,19134,1841.285,146450.3292,573281
133.7116,1.0109882,1.0034187,1.0038114,1.0183109,1.0109881,0.99280894,1.0129112,0.9946974,132.89,13985.170224230937,105238695.34375,18486,1852.579,147584.477,573828
137.69179,1.0051081,1.0,1.0308806,1.0361465,1.0190701,0.9835194,1.0203913,0.9847945,137.63,14485.867498672187,105252252.40625,17922,1859.099,147372.303,553012
142.39818,1.0151706,1.0,1.0325296,1.0481937,1.0274587,0.9802184,1.0314178,0.9839955,141.68,14914.0965098125,105266067.96875,16269,1892.599,153072.7414,504183
140.00055,1.0009394,1.0048594,0.9842676,1.02188,1.0098476,0.9882252,1.0088754,0.9872739,139.74,14711.776714558124,105279638.71875,15331,1901.661,150878.2844,494872
139.3746,1.0154338,1.0038393,0.9947878,1.0246731,1.0151281,0.99068475,1.018087,0.9935725,138.5,14583.097003140623,105293119.15625,19382,1883.18,148627.3403,573940
140.5192,1.0033438,1.0007976,1.0090854,1.0132672,1.007235,0.99404687,1.007881,0.9946844,139.46,14686.077947325624,105306739.90625,21169,1809.207,144234.0276,635940
140.68636,1.0018425,1.0157452,1.0014354,1.0190774,1.005993,0.98716056,1.002561,0.9837928,140.22,14768.039935974375,105320495.90625,19680,1866.012,150209.6171,630313
136.63606,1.0037354,1.0057461,0.9726476,1.0378919,1.0181231,0.98095304,1.0176531,0.9805001,135.61,14284.354372671562,105334078.40625,20227,1861.646,148069.7725,618318
137.18144,1.0117571,1.0024492,1.0045341,1.0188338,1.0116818,0.9929803,1.0140456,0.9953004,136.76,14407.34986643875,105347688.40625,19821,1842.031,146786.862,628700
138.23987,1.0082865,1.0009339,1.0087565,1.0180655,1.0108134,0.99287665,1.0126818,0.99471194,137.74,14512.479842916877,105361404.40625,17356,1833.592,147430.1559,561778
136.98692,1.0004356,1.0049384,0.99039567,1.0151259,1.0063834,0.9913878,1.0052631,0.9902842,136.21,14353.133061897812,105375031.65625,16938,1846.682,147221.5813,549073
135.03102,1.0044789,1.0115429,0.9850429,1.0315019,1.0137742,0.9828138,1.0120476,0.9811399,133.96,14117.86529966625,105388663.03125,20021,1843.361,147020.8267,648670
135.46036,1.0,1.0096965,1.0030065,1.0127321,1.0039076,0.9912864,1.001501,0.98891,134.29,14154.463699947188,105402216.84375,20393,1794.096,142510.2071,629010
140.98816,1.0006193,1.0008327,1.0408536,1.0423654,1.0206964,0.9792117,1.0206496,0.97916675,140.23,14782.479076043435,105415952.90625,20194,1761.3,141617.4885,625948
139.41647,1.0000148,1.0071613,0.98872834,1.0186582,1.0074596,0.9890066,1.0056827,0.9872621,138.39,14590.395601812188,105429551.28125,19719,1775.233,141422.8001,634367
142.49742,1.0003637,1.0094035,1.0226363,1.0326279,1.0138007,0.9817676,1.0115592,0.9795969,144.41,15227.036658489687,105443090.21875,20950,1791.437,141987.9888,640352
142.09268,1.0509562,1.0075227,0.99812824,1.060848,1.0406126,0.9809252,1.0519408,0.9916037,143.29,15110.887896612812,105456681.53125,20715,1716.959,136800.333,667967
141.5141,1.0003517,1.0058049,0.9956021,1.0106032,1.0039132,0.9933801,1.0025563,0.99203753,142.4,15018.97651835,105470340.71875,19955,1721.43,137794.0603,646230
141.83032,1.0063715,1.0051721,1.002579,1.0141854,1.0073551,0.9932651,1.0076675,0.99357325,141.85,14962.910688345311,105484037.28125,20491,1809.756,145052.8084,687574
163.96175,1.0077157,1.0014337,1.1559665,1.1665558,1.0787425,0.92472434,1.0806156,0.9263301,164.93,17399.72858447219,105497657.09375,23063,1796.568,143434.3513,758900
161.4588,1.0872723,1.0262942,0.984453,1.1334835,1.0789225,0.9518643,1.0957904,0.96674585,161.18,17006.296671656877,105511209.03125,23145,1788.932,142099.9699,746605
158.05254,1.0216652,1.0181102,0.97906715,1.0624069,1.0313642,0.9707808,1.0324715,0.97182304,158.07,16680.327300377812,105524940.21875,21792,1819.524,146678.0654,673520
165.51485,1.0103045,1.0036588,1.0474297,1.0620947,1.0319074,0.9715776,1.0337086,0.9732735,166.39,17560.564456192187,105538580.78125,19259,1821.34,145454.2284,621924
165.9472,1.0395823,1.0229406,1.002634,1.0662321,1.0364829,0.9720989,1.0409496,0.9762881,166.28,17551.21808564875,105552189.59375,17014,1843.194,146623.543,559039
174.53165,1.0039048,1.0063368,1.0515395,1.0623351,1.0296751,0.9692564,1.0291253,0.96873885,175.57,18534.199142999063,105565866.28125,17631,1823.189,145749.6505,572886
180.25882,1.0228506,1.0016576,1.0332998,1.0586632,1.0340191,0.97672147,1.0396022,0.98199505,181.06,19116.239665758123,105579585.03125,20225,1825.617,146577.5911,668000
176.11458,1.0001781,1.0058416,0.97720844,1.0294844,1.0131158,0.9841001,1.0117073,0.98273206,176.3,18616.08429483437,105593217.78125,19618,1851.498,147734.0918,656914
177.33748,1.0326879,1.0047792,1.0072111,1.0451058,1.0291767,0.98475844,1.0363979,0.99166805,177.39,18733.61665539281,105606948.84375,22604,1878.252,151042.7971,674070
165.49702,1.0008161,1.0195687,0.9332043,1.0934377,1.0399944,0.95112354,1.0353961,0.9469182,165.24,17452.73379016125,105620514.34375,24120,1894.482,150418.3563,729032
164.73633,1.0047922,1.023018,0.9963778,1.0316573,1.0110787,0.9800529,1.0066153,0.9757263,164.56,17383.1475525675,105634100.34375,20339,1879.059,149367.7831,694793
164.51335,1.0105671,1.009211,0.9993349,1.0205542,1.0105377,0.9901853,1.0109032,0.9905435,164.53,17382.23253914156,105647800.03125,17601,1898.393,152091.1421,614291
167.83852,1.0044836,1.0104103,1.0204432,1.0356892,1.0160874,0.9810736,1.0146471,0.979683,168.68,17822.97129331375,105661437.59375,17002,1929.568,153896.4586,551055
161.57417,1.0054853,1.0126504,0.9623383,1.0580531,1.0264925,0.97017103,1.0247829,0.9685552,160.3,16939.726029034377,105675146.78125,21486,1923.713,154386.8729,622058
167.62344,1.0002558,1.0039642,1.0377455,1.0421258,1.0197052,0.9784857,1.0187837,0.9776014,166.9,17639.461737046877,105688806.09375,22688,1896.986,151780.8453,656461
166.95076,1.0082654,1.0087544,0.99640155,1.0207653,1.0101793,0.9896294,1.0100827,0.98953474,167.02,17654.411512819377,105702380.03125,20874,1863.102,148013.0854,681896
173.81403,1.0089251,1.0014465,1.0413438,1.0521575,1.0273837,0.97645426,1.029359,0.9783316,174.6,18458.00975334375,105715977.96875,21212,1854.243,147588.2697,697650
173.70844,1.0010991,1.0181,0.99954283,1.0196851,1.0055197,0.986108,1.001328,0.9819972,174.13,18410.708879114063,105729678.28125,20811,1881.714,150842.0119,693183
173.75127,1.0170045,1.0112346,1.0001868,1.0286223,1.0156021,0.9873422,1.0170995,0.98879784,173.96,18395.10287517875,105743290.84375,20168,1873.586,149431.5319,686824
170.04652,1.0040605,1.0156361,0.9788799,1.0417622,1.0176073,0.9768135,1.0147766,0.9740962,170.3,18010.419266003126,105757012.71875,20870,1876.835,150581.2768,631190
171.87466,1.0069495,1.0076331,1.0109235,1.025719,1.0125579,0.9871687,1.0124193,0.9870338,171.9,18181.977447796875,105770665.78125,21123,1905.395,152211.0941,719306
171.4478,1.0281591,1.0032244,0.99674773,1.0348399,1.0234382,0.9889822,1.0298338,0.99516237,170.66,18053.132537295623,105784205.65625,21970,1895.957,150491.558,729268
165.8261,1.0013053,1.0237652,0.9677651,1.0592463,1.0232097,0.965979,1.0177083,0.96078527,166.05,17567.72583678281,105797806.90625,20009,1853.654,147605.7983,668917
154.4594,1.0036083,1.0039805,0.9309565,1.0823312,1.0395157,0.9604414,1.0394934,0.96042085,152.99,16188.100051118436,105811491.28125,20132,1850.592,148047.3709,680812
156.34709,1.0107576,1.0163971,1.0114353,1.0390788,1.0178326,0.97955287,1.0165038,0.97827405,156.45,16556.360044710935,105825247.96875,20024,1848.837,148934.0643,661061
158.43494,1.0135986,1.0041702,1.0138483,1.0319206,1.0181333,0.9866392,1.0205685,0.9889992,158.36,16760.65407816625,105838937.09375,16417,1894.07,151569.4474,562687
157.29507,1.0067232,1.0010791,0.9923994,1.0155281,1.0091319,0.9937016,1.0105636,0.99511135,158.05,16729.993418520313,105852536.65625,17957,1885.095,150065.793,593482
155.202,1.0066302,1.013157,0.9867185,1.0336021,1.0149391,0.98194367,1.0133597,0.9804155,156.69,16588.177664144063,105866217.78125,19214,1905.69,152499.316,628989
162.16603,1.0016416,1.0,1.0450675,1.0467832,1.0232857,0.9775528,1.023715,0.9779628,164.39,17405.59125907219,105879866.53125,20890,1928.695,154027.76,707771
160.81834,1.0115554,1.0072536,0.991564,1.0275614,1.0147156,0.9874987,1.0158402,0.98859316,161.42,17093.337754031876,105893555.65625,20186,1919.593,153722.9371,703790
162.12279,1.0050223,1.0049536,1.0078905,1.0179701,1.0089384,0.99112767,1.0089717,0.99116045,161.29,17081.772323282188,105907200.21875,24056,1908.352,152292.7053,626308
167.95241,1.0126008,1.0061742,1.0362625,1.0557989,1.0288849,0.97450846,1.0306336,0.97616464,168.24,17820.0956500875,105920682.65625,21965,1896.925,149734.1014,670882
164.02658,1.0164319,1.013815,0.9770045,1.0547279,1.0274441,0.974132,1.0282545,0.97490025,163.61,17331.945492981562,105934511.90625,18463,1945.627,157316.5166,623395
163.4507,1.0084426,1.0234817,0.9965579,1.0356876,1.0138428,0.97890794,1.0101812,0.97537255,163.94,17369.139265288122,105948147.28125,19106,1958.102,156285.5768,637464
172.65321,1.017995,1.0209378,1.0570304,1.0985817,1.0465968,0.95268,1.0462185,0.9523356,173.7,18405.54991178437,105961715.09375,24830,1917.967,152371.8572,706135
169.79866,1.0462058,1.0006125,0.9847552,1.0630525,1.0422677,0.98044795,1.0542415,0.9917116,168.59,17866.38200687719,105975336.65625,28009,1945.361,155268.599,658146
170.94817,1.0072267,1.0210022,1.0061444,1.0346994,1.0136715,0.97967726,1.0103116,0.97643,171.42,18168.619214686874,105988911.53125,24559,1933.129,153710.6,686996
170.2893,1.0112811,1.0181851,0.99612427,1.0336777,1.0148996,0.9818337,1.0132446,0.98023266,170.86,18111.59089290188,106002521.90625,22854,1933.476,154275.3123,718440
173.14275,1.0158397,1.0078202,1.0166152,1.040794,1.022095,0.9820338,1.0242093,0.9840653,172.5,18287.803292109373,106016250.96875,22895,1925.41,154745.8825,736762
194.30434,1.0471544,1.0,1.1222427,1.1751615,1.0938338,0.9307945,1.1074712,0.94239926,192.44,20404.38314929125,106029843.84375,22665,1949.808,155036.8502,742337
187.32532,1.0397525,1.0199908,0.96478367,1.0992495,1.0528044,0.95774835,1.0583887,0.9628285,188.14,19951.03023394688,106043532.65625,21533,1970.526,157778.9209,715827
196.84628,1.0419209,1.0113975,1.0503066,1.1068091,1.0590248,0.956827,1.0674857,0.96447134,195.83,20769.159365569063,106057087.09375,23003,1964.09,155740.5065,758695
217.14857,1.0033437,1.0034862,1.1037434,1.1112946,1.0527681,0.9473348,1.0528222,0.9473836,217.16,23034.33631918125,106070806.40625,24211,2005.848,160908.952,830785
247.15306,1.0011877,1.0008671,1.1389011,1.1412424,1.066084,0.9341433,1.0662051,0.9342495,248.64,26376.86228667,106084549.09375,25388,2027.559,162979.116,847606
264.01,1.0431212,1.0046651,1.0691177,1.120422,1.0672737,0.9525641,1.0779661,0.96210724,264.47,28059.77168901344,106098127.15625,26549,2028.509,161412.0335,908208
243.76459,1.0118676,1.0702347,0.9238814,1.1721588,1.0654042,0.90892464,1.0519023,0.8974059,244.84,25980.44034279875,106111911.21875,25690,2115.801,170929.3098,810320
234.59523,1.0100507,1.0064151,0.9618055,1.056898,1.0286877,0.9733084,1.0297153,0.9742808,233.96,24829.11784914375,106125482.34375,23032,2162.66,171711.2012,735420
261.2922,1.0093719,1.0029552,1.1144927,1.1282619,1.0621426,0.94139725,1.0640259,0.9430664,260.9,27691.683925565623,106139072.15625,21899,2115.431,168230.642,752431
251.86441,1.0010862,1.0416071,0.96400976,1.081668,1.0292362,0.95152694,1.019431,0.94246197,252.1,26761.064512015622,106152576.40625,24951,2094.413,165541.0784,860161
255.21588,1.0270033,1.0139065,1.0141788,1.0560493,1.030735,0.97602916,1.0342329,0.9793414,254.94,27065.983390910624,106166091.59375,23950,2059.313,163076.6483,812799
244.69891,1.0149279,1.0081096,0.9596212,1.0662107,1.0339392,0.9697325,1.0358409,0.9715161,243.46,25850.522338230625,106179751.65625,25634,2063.611,164945.575,873384
245.96567,1.0067122,1.0465027,1.0053157,1.0591272,1.0189561,0.96207136,1.0093808,0.95303065,245.6,26081.071279525,106193286.96875,25428,2051.025,162420.2795,846724
249.48499,1.0231451,1.0112933,1.0142199,1.0494131,1.02723,0.97886145,1.0303682,0.9818519,249.61,26510.30097826656,106206886.65625,25641,2007.008,159701.1251,904057
251.75987,1.0222313,1.0024298,1.0082735,1.0331932,1.0213591,0.9885461,1.0264426,0.9934663,251.49,26713.432533809064,106220655.03125,23055,2016.154,162225.7339,839949
267.06964,1.0078515,1.0181172,1.0609589,1.0886614,1.0400498,0.95534724,1.0376617,0.9531536,268.26,28498.41535509937,106234307.59375,21835,2014.949,161032.7064,763094
272.86264,1.0206866,1.0063937,1.0214148,1.0492101,1.0277433,0.97954005,1.0314997,0.9831203,271.83,28881.36449085469,106247892.03125,26746,2084.582,165801.474,941733
271.7687,1.0063478,1.0159032,0.9969853,1.0254433,1.010209,0.98514366,1.007867,0.9828598,271.45,28844.65746262344,106261401.59375,25652,2038.62,161367.1711,910535
269.4557,1.0072751,1.0241904,0.99145126,1.0405368,1.0157156,0.97614574,1.0115991,0.9721896,269.6,28651.805824525,106275244.15625,26071,2118.881,171496.9579,947509
255.85895,1.0654781,1.0344063,0.9492011,1.1611209,1.0838195,0.93342525,1.093246,0.9415436,254.45,27045.14385163281,106288637.65625,25711,2144.631,168020.9482,891907
268.11356,1.0020379,1.0277121,1.0472561,1.0784712,1.0314225,0.9563747,1.0251676,0.9505749,267.42,28427.385125443125,106302389.96875,23397,2100.8,169060.8842,870676
265.39127,1.0190909,1.0070834,0.98866725,1.0380738,1.0217804,0.98430413,1.0248983,0.9873078,264.71,28142.914671679064,106316023.84375,25187,2112.902,169032.1384,956751
270.22552,1.0095539,1.0017766,1.0177498,1.0292985,1.0164323,0.98749995,1.0184348,0.9894454,269.31,28635.613020917808,106329557.09375,24320,2151.619,170485.9048,890894
252.60793,1.0009091,1.0053558,0.9352781,1.0759045,1.0354725,0.96242046,1.0343827,0.9614076,249.61,26544.29015355781,106343055.78125,25335,2063.523,163195.0397,889067
241.33879,1.0,1.022071,0.95575315,1.0693882,1.0280484,0.96134263,1.022624,0.95627016,241.1,25642.582566271874,106356626.15625,25298,2071.997,164488.7217,891955
247.05101,1.0044004,1.006307,1.0229981,1.0339801,1.0162623,0.9828644,1.0158187,0.98243546,246.16,26184.1106864025,106370290.40625,23410,2023.578,162120.4283,799392
249.47433,1.0018846,1.0353211,1.0103233,1.0479804,1.0151626,0.9686847,1.0070294,0.9609239,249.43,26535.35871144156,106383990.34375,23387,2100.679,168419.0153,824817
250.93036,1.013637,1.0111005,1.0063974,1.0314455,1.0161737,0.9851938,1.016869,0.98586786,249.54,26550.433077976875,106397503.71875,22693,2119.226,167649.4198,758454
245.7381,1.0044899,1.0103153,0.9780648,1.0376118,1.0170419,0.98017573,1.0156289,0.97881395,244.4,26006.8447416375,106410985.03125,28245,2064.763,163030.2239,992653
233.0867,1.0017607,1.0167029,0.94928014,1.072911,1.0314867,0.96139073,1.0278264,0.95797914,231.43,24629.81742809656,106424480.09375,20388,2025.066,159778.6588,715741
247.52013,1.0005739,1.0152104,1.0630932,1.0798825,1.0347776,0.9582316,1.0311732,0.9548939,247.96,26392.42506829875,106438236.28125,27708,2030.955,163745.7268,963694
245.78183,1.0032295,1.0248368,0.99160707,1.0368487,1.0127462,0.9767541,1.0074573,0.97165316,245.16,26097.72188599125,106451794.28125,27086,2036.31,161584.9525,930038
